score	file	line	text	context
4	004.胡祸呢？还是祸胡？.txt	33	乱臣贼子	其实殷海光何必“惭愧”？中国目前的许许多多所谓的“大学教授”的文章、程度与人格作风，就是这个样子。《胡适与国运》的作者群，唯一不同的是，他是非常不善于“藏拙”的“教授”。他们要表现，要用“春秋笔法”诛人，要散发匿名小册来“学术研究”，要以孔丘诛少正卯的心情来杀他们心目中的“乱臣贼子”。结果呢，他们的真相因此暴露，使天下有识之士恍然大悟：原来眼前的一些“大学教...
3	004.胡祸呢？还是祸胡？.txt	33	大学教授	其实殷海光何必“惭愧”？中国目前的许许多多所谓的“大学教授”的文章、程度与人格作风，就是这个样子。《胡适与国运》的作者群，唯一不同的是，他是非常不善于“藏拙”的“教授”。他们要表现，要用“春秋笔法”诛人，要散发匿名小册来“学术研究”，要以孔丘诛少正卯的心情来杀他们心目中的“乱臣贼子”。结果呢，他们的真相因此暴露，使天下有识之士恍然大悟：原来眼前的一些“大学教...
3	004.胡祸呢？还是祸胡？.txt	33	学术研究	其实殷海光何必“惭愧”？中国目前的许许多多所谓的“大学教授”的文章、程度与人格作风，就是这个样子。《胡适与国运》的作者群，唯一不同的是，他是非常不善于“藏拙”的“教授”。他们要表现，要用“春秋笔法”诛人，要散发匿名小册来“学术研究”，要以孔丘诛少正卯的心情来杀他们心目中的“乱臣贼子”。结果呢，他们的真相因此暴露，使天下有识之士恍然大悟：原来眼前的一些“大学教...
4	004.胡祸呢？还是祸胡？.txt	35	思过半矣	《胡适与国运》的作者，不但暴露给我们统计学上和教育史上的资料，并且他们的心理因素，也构成了变态心理学上的好题材。他们之中有“被虐狂”（persecution mania）的症状已十分明显，他们不但想迫害人，并且幻想自己被人迫害，以为自己无比重要，别人因此打击他、陷害他。试看《胡适与国运》的作者之一——那个国防医学院的教授，在《胡适与国运续集》里的一段道白，便...
5	004.胡祸呢？还是祸胡？.txt	53	立下遗嘱，以备万一	在这种幻想的“被迫害狂”的反面，他居然又“立下遗嘱，以备万一”。遗嘱原文甚妙，极可看出这位教授的精神状态：
3	004.胡祸呢？还是祸胡？.txt	63	站出来了	《胡适与国运》的原作者自从匿名失败以后，他们索性“站出来了”：1958年4月，台南学生书局正式发行署名的《胡适与国运》两个月后，台北县集成出版社又正式发行了署名的《胡适与国运续集》，一再宣扬他们所谓“学术研究”的成绩，直到1964年8月，台北民主出版社出版《胡祸丛谈》，算是集了最后的大成。
3	004.胡祸呢？还是祸胡？.txt	63	学术研究	《胡适与国运》的原作者自从匿名失败以后，他们索性“站出来了”：1958年4月，台南学生书局正式发行署名的《胡适与国运》两个月后，台北县集成出版社又正式发行了署名的《胡适与国运续集》，一再宣扬他们所谓“学术研究”的成绩，直到1964年8月，台北民主出版社出版《胡祸丛谈》，算是集了最后的大成。
4	004.胡祸呢？还是祸胡？.txt	65	中国本位	《胡祸丛谈》的作者是《胡适与国运》的作者之一——那个台湾大学历史系的教授。此公已届望八之年，生得人高马大，顽固非常，经常一杖在手，傲睨而行，颇有一股不屈的气概。看他的造型，你不难想象那种以道统执行人自命的狂热信仰者是一副什么样儿。他是一个有“满腔悲愤”心情的老人，早年结识辜鸿铭，学到老辜那种狂然骂世的习气，但是他只是老辜的五百分之一，甚至还不够。他也去过国外...
4	004.胡祸呢？还是祸胡？.txt	65	超人的演出	《胡祸丛谈》的作者是《胡适与国运》的作者之一——那个台湾大学历史系的教授。此公已届望八之年，生得人高马大，顽固非常，经常一杖在手，傲睨而行，颇有一股不屈的气概。看他的造型，你不难想象那种以道统执行人自命的狂热信仰者是一副什么样儿。他是一个有“满腔悲愤”心情的老人，早年结识辜鸿铭，学到老辜那种狂然骂世的习气，但是他只是老辜的五百分之一，甚至还不够。他也去过国外...
3	004.胡祸呢？还是祸胡？.txt	65	满腔悲愤	《胡祸丛谈》的作者是《胡适与国运》的作者之一——那个台湾大学历史系的教授。此公已届望八之年，生得人高马大，顽固非常，经常一杖在手，傲睨而行，颇有一股不屈的气概。看他的造型，你不难想象那种以道统执行人自命的狂热信仰者是一副什么样儿。他是一个有“满腔悲愤”心情的老人，早年结识辜鸿铭，学到老辜那种狂然骂世的习气，但是他只是老辜的五百分之一，甚至还不够。他也去过国外...
3	004.胡祸呢？还是祸胡？.txt	65	洋水	《胡祸丛谈》的作者是《胡适与国运》的作者之一——那个台湾大学历史系的教授。此公已届望八之年，生得人高马大，顽固非常，经常一杖在手，傲睨而行，颇有一股不屈的气概。看他的造型，你不难想象那种以道统执行人自命的狂热信仰者是一副什么样儿。他是一个有“满腔悲愤”心情的老人，早年结识辜鸿铭，学到老辜那种狂然骂世的习气，但是他只是老辜的五百分之一，甚至还不够。他也去过国外...
4	004.胡祸呢？还是祸胡？.txt	67	文学革命	一、胡适所提倡的一切“文学革命”“考据之学”“科学方法”“长期发展科学计划”等等都是狗屁。
4	004.胡祸呢？还是祸胡？.txt	67	考据之学	一、胡适所提倡的一切“文学革命”“考据之学”“科学方法”“长期发展科学计划”等等都是狗屁。
3	004.胡祸呢？还是祸胡？.txt	67	科学方法	一、胡适所提倡的一切“文学革命”“考据之学”“科学方法”“长期发展科学计划”等等都是狗屁。
3	004.胡祸呢？还是祸胡？.txt	67	长期发展科学计划	一、胡适所提倡的一切“文学革命”“考据之学”“科学方法”“长期发展科学计划”等等都是狗屁。
3	004.胡祸呢？还是祸胡？.txt	71	中共的前驱	三、胡适是共产党的开路人，是“中共的前驱”，是导致大陆失败的祸首。
4	004.胡祸呢？还是祸胡？.txt	73	老夫年将八十	四、胡适对中国的影响是“胡祸”。对此“祸”，缘以“老夫年将八十”，不得不予以清算。
8	004.胡祸呢？还是祸胡？.txt	77	尔本贼子，人尽可诛	四十多年前，北京大学的教授林损，他骂胡适是“尔本贼子，人尽可诛”；三十多年前，中山大学的教授古直、钟应梅，骂胡适是“在道德为无耻，在法律为乱贼”，“立正典刑，如孔子之诛少正卯可也”。
8	004.胡祸呢？还是祸胡？.txt	77	在道德为无耻，在法律为乱贼	四十多年前，北京大学的教授林损，他骂胡适是“尔本贼子，人尽可诛”；三十多年前，中山大学的教授古直、钟应梅，骂胡适是“在道德为无耻，在法律为乱贼”，“立正典刑，如孔子之诛少正卯可也”。
8	004.胡祸呢？还是祸胡？.txt	77	立正典刑，如孔子之诛少正卯可也	四十多年前，北京大学的教授林损，他骂胡适是“尔本贼子，人尽可诛”；三十多年前，中山大学的教授古直、钟应梅，骂胡适是“在道德为无耻，在法律为乱贼”，“立正典刑，如孔子之诛少正卯可也”。
4	004.胡祸呢？还是祸胡？.txt	79	乱臣贼子	在三四十年后的今天，我们望八之年的卫道者，所用的诛除“乱臣贼子”的手法，又高明多少呢？唯一不同的是，三四十年前的老顽固，还没学会给胡适戴红帽子。如今我们的八十老翁，不再“八十岁学吹鼓手”了，他要“八十岁学‘罗织学’”！这真是时代的进步，也是老者的进步了。
4	004.胡祸呢？还是祸胡？.txt	79	八十岁学‘罗织学’	在三四十年后的今天，我们望八之年的卫道者，所用的诛除“乱臣贼子”的手法，又高明多少呢？唯一不同的是，三四十年前的老顽固，还没学会给胡适戴红帽子。如今我们的八十老翁，不再“八十岁学吹鼓手”了，他要“八十岁学‘罗织学’”！这真是时代的进步，也是老者的进步了。
3	004.胡祸呢？还是祸胡？.txt	79	八十岁学吹鼓手	在三四十年后的今天，我们望八之年的卫道者，所用的诛除“乱臣贼子”的手法，又高明多少呢？唯一不同的是，三四十年前的老顽固，还没学会给胡适戴红帽子。如今我们的八十老翁，不再“八十岁学吹鼓手”了，他要“八十岁学‘罗织学’”！这真是时代的进步，也是老者的进步了。
4	004.胡祸呢？还是祸胡？.txt	83	阶之为祸	他用沈刚伯不道德的行径，转而描写沈氏无耻之由来，乃胡适“阶之为祸”，岂不连带证明了胡适的无耻了吗？这种嫁祸的手法，是英国因普列弗莫的风化事件而怀疑麦米伦的手法，是美国因詹肯斯的风化事件而怀疑詹森的手法。如今我们的华夏老翁也会用。我们试看，他描写沈刚伯的无耻行径，就先说沈刚伯是“慕胡”的，是“青出于蓝”的，他指出沈刚伯是“赋性无耻”的人，“故中文俱不能通”，但...
4	004.胡祸呢？还是祸胡？.txt	83	赋性无耻	他用沈刚伯不道德的行径，转而描写沈氏无耻之由来，乃胡适“阶之为祸”，岂不连带证明了胡适的无耻了吗？这种嫁祸的手法，是英国因普列弗莫的风化事件而怀疑麦米伦的手法，是美国因詹肯斯的风化事件而怀疑詹森的手法。如今我们的华夏老翁也会用。我们试看，他描写沈刚伯的无耻行径，就先说沈刚伯是“慕胡”的，是“青出于蓝”的，他指出沈刚伯是“赋性无耻”的人，“故中文俱不能通”，但...
4	004.胡祸呢？还是祸胡？.txt	83	智谋自夸	他用沈刚伯不道德的行径，转而描写沈氏无耻之由来，乃胡适“阶之为祸”，岂不连带证明了胡适的无耻了吗？这种嫁祸的手法，是英国因普列弗莫的风化事件而怀疑麦米伦的手法，是美国因詹肯斯的风化事件而怀疑詹森的手法。如今我们的华夏老翁也会用。我们试看，他描写沈刚伯的无耻行径，就先说沈刚伯是“慕胡”的，是“青出于蓝”的，他指出沈刚伯是“赋性无耻”的人，“故中文俱不能通”，但...
3	004.胡祸呢？还是祸胡？.txt	83	青出于蓝	他用沈刚伯不道德的行径，转而描写沈氏无耻之由来，乃胡适“阶之为祸”，岂不连带证明了胡适的无耻了吗？这种嫁祸的手法，是英国因普列弗莫的风化事件而怀疑麦米伦的手法，是美国因詹肯斯的风化事件而怀疑詹森的手法。如今我们的华夏老翁也会用。我们试看，他描写沈刚伯的无耻行径，就先说沈刚伯是“慕胡”的，是“青出于蓝”的，他指出沈刚伯是“赋性无耻”的人，“故中文俱不能通”，但...
3	004.胡祸呢？还是祸胡？.txt	83	故中文俱不能通	他用沈刚伯不道德的行径，转而描写沈氏无耻之由来，乃胡适“阶之为祸”，岂不连带证明了胡适的无耻了吗？这种嫁祸的手法，是英国因普列弗莫的风化事件而怀疑麦米伦的手法，是美国因詹肯斯的风化事件而怀疑詹森的手法。如今我们的华夏老翁也会用。我们试看，他描写沈刚伯的无耻行径，就先说沈刚伯是“慕胡”的，是“青出于蓝”的，他指出沈刚伯是“赋性无耻”的人，“故中文俱不能通”，但...
4	004.胡祸呢？还是祸胡？.txt	85	得其所哉	抗战时期，他遗下了发妻在家，他却在重庆急于求偶，而他的至友曾君的小姐正和他自己的长女同在他班上听讲。曾小姐那时年方二十二三，恳请学姐陪他去见老师问学。不久即由问学而视寝，事被曾君所知，几要和该老师拼命。否则要和老师的令爱也同居，以图报复。老师当时东躲西藏，走投无路。而曾小姐因老师之介绍在江津白沙女子师范任教。每周承老师照顾，方喜“得其所哉”。不料偶尔回家，竟...
7	004.胡祸呢？还是祸胡？.txt	89	一息尚存，此志不容少懈。	谁料望七衰翁，志在万里。倘不能过校长之瘾不仅对小艾不起，亦何颜见“泰山府君”呢。古人说：“一息尚存，此志不容少懈。”这话正像替院长做的写照。然而第三任校长（敖案：此指钱思亮）并不体恤候补校长望眼欲穿之苦，竟不肯推位让国，使他郁闷难支，不得不借游览以为解闷之方。而横贯公路金马车上的车掌姚小姐（敖案：当是廖小姐）明眸皓齿，似乎远胜年逾四十的女弟子。所以恰配他的胃...
5	004.胡祸呢？还是祸胡？.txt	89	应是瑶台曾见她。人间哪有此容华。海棠虽艳终嫌俗。高洁怎如百合花。	谁料望七衰翁，志在万里。倘不能过校长之瘾不仅对小艾不起，亦何颜见“泰山府君”呢。古人说：“一息尚存，此志不容少懈。”这话正像替院长做的写照。然而第三任校长（敖案：此指钱思亮）并不体恤候补校长望眼欲穿之苦，竟不肯推位让国，使他郁闷难支，不得不借游览以为解闷之方。而横贯公路金马车上的车掌姚小姐（敖案：当是廖小姐）明眸皓齿，似乎远胜年逾四十的女弟子。所以恰配他的胃...
5	004.胡祸呢？还是祸胡？.txt	89	一支双喜（纸烟）口余香。九曲洞中频断肠。圣水未尝人已老。哪堪白发对红妆。	谁料望七衰翁，志在万里。倘不能过校长之瘾不仅对小艾不起，亦何颜见“泰山府君”呢。古人说：“一息尚存，此志不容少懈。”这话正像替院长做的写照。然而第三任校长（敖案：此指钱思亮）并不体恤候补校长望眼欲穿之苦，竟不肯推位让国，使他郁闷难支，不得不借游览以为解闷之方。而横贯公路金马车上的车掌姚小姐（敖案：当是廖小姐）明眸皓齿，似乎远胜年逾四十的女弟子。所以恰配他的胃...
4	004.胡祸呢？还是祸胡？.txt	89	泰山府君	谁料望七衰翁，志在万里。倘不能过校长之瘾不仅对小艾不起，亦何颜见“泰山府君”呢。古人说：“一息尚存，此志不容少懈。”这话正像替院长做的写照。然而第三任校长（敖案：此指钱思亮）并不体恤候补校长望眼欲穿之苦，竟不肯推位让国，使他郁闷难支，不得不借游览以为解闷之方。而横贯公路金马车上的车掌姚小姐（敖案：当是廖小姐）明眸皓齿，似乎远胜年逾四十的女弟子。所以恰配他的胃...
3	004.胡祸呢？还是祸胡？.txt	89	九曲洞中频断肠	谁料望七衰翁，志在万里。倘不能过校长之瘾不仅对小艾不起，亦何颜见“泰山府君”呢。古人说：“一息尚存，此志不容少懈。”这话正像替院长做的写照。然而第三任校长（敖案：此指钱思亮）并不体恤候补校长望眼欲穿之苦，竟不肯推位让国，使他郁闷难支，不得不借游览以为解闷之方。而横贯公路金马车上的车掌姚小姐（敖案：当是廖小姐）明眸皓齿，似乎远胜年逾四十的女弟子。所以恰配他的胃...
4	005.胡适和三个人.txt	9	文坛画虎录	承贵社赠阅《十日谈》，至今感谢。每次收到之后，总是家中的孩子们先拿去看，有时我竟看不到。昨天任叔永先生和他的夫人陈衡哲女士拿了《十日谈》第二十六期来——这一期是我没看过的——他们指出其中的“文坛画虎录”中“陈衡哲与胡适”一条来给我看。他们对于这一条当然很生气，认为有恶意的造谣毁谤。我看了这一条，也感觉贵社殊不应登载这种全无根据的攻讦文字。所以我写这封信给先生...
3	005.胡适和三个人.txt	9	陈衡哲与胡适	承贵社赠阅《十日谈》，至今感谢。每次收到之后，总是家中的孩子们先拿去看，有时我竟看不到。昨天任叔永先生和他的夫人陈衡哲女士拿了《十日谈》第二十六期来——这一期是我没看过的——他们指出其中的“文坛画虎录”中“陈衡哲与胡适”一条来给我看。他们对于这一条当然很生气，认为有恶意的造谣毁谤。我看了这一条，也感觉贵社殊不应登载这种全无根据的攻讦文字。所以我写这封信给先生...
5	005.胡适和三个人.txt	11	投稿者不得借本栏为攻讦他人之用；凡含攻讦性质之稿，恕不刊登	文坛画虎录前面有五条简章，其中第二条声明须“事属真实”；其第三条声明“投稿者不得借本栏为攻讦他人之用；凡含攻讦性质之稿，恕不刊登”。
3	005.胡适和三个人.txt	15	相见的机会甚多	一、此文说陈女士留学美国时，与胡适“相见的机会甚多”，事实上，我与陈女士留学并不同地，只有1917年4月7日任叔永君邀我同到她的学校，见她一面。不久我就回国了。直到三年后，1920年的夏天，她和任君同回国时，我在南京才和她有第二次的相见，那时他们早已订婚；他们的婚约就是在那时宣布的。
5	005.胡适和三个人.txt	21	把陈女士‘负责’介绍给‘他的朋友’任叔永	四、“象恭”君此文中有许多字句是显然存心攻讦的。上文所引“自投送门”一语便是明例。又如他说胡适“把陈女士‘负责’介绍给‘他的朋友’任叔永”；请问他特别用引号标出的“负责”“他的朋友”是什么意思？是不是有心布出疑阵，藉此攻讦我？又如他在最末说任先生夫妇的“感情总还是淡淡的”，请问先生，这种文字是不是有恶意的挑拨与攻讦？我对这些，也不能不向先生提出抗议。
4	005.胡适和三个人.txt	21	他的朋友	四、“象恭”君此文中有许多字句是显然存心攻讦的。上文所引“自投送门”一语便是明例。又如他说胡适“把陈女士‘负责’介绍给‘他的朋友’任叔永”；请问他特别用引号标出的“负责”“他的朋友”是什么意思？是不是有心布出疑阵，藉此攻讦我？又如他在最末说任先生夫妇的“感情总还是淡淡的”，请问先生，这种文字是不是有恶意的挑拨与攻讦？我对这些，也不能不向先生提出抗议。
