source_file	line	text
002.对是非绝对是不让步的.txt	37	□我认为训练一个男子汉有两个最好的地方，一个是在军队（战场上），另外一个就是监狱。如果在这两个地方你能够应付得好的话，你会更坚强、更壮大；应付得不好的话，就会受尽折磨，痛苦万分。
002.对是非绝对是不让步的.txt	39	监狱的生活其实可以说有一百种，有的人可以过得很舒服，有的人则过得很苦，要看你个人用怎样的态度去过。当然监狱的环境也很重要，例如你单独住在一个牢房里是一种过法，两个人住在一起则是另一种过法，如果一间牢房有十几个人则又是另一种过法，你要求安静都不可得。
002.对是非绝对是不让步的.txt	41	我坐牢的时候和别人合住的时间只有几个月，其他的时间都是独住一个牢房，这次坐牢也是一个人独住。一个人独住所要面对的首先就是寂寞。在囚犯的眼中，让我一个人独住是“虐待”我，而不是像有些人所说的是“优待”我。一般的囚犯都怕一个人独住，因为寂寞是非常难挨而且痛苦的。在寂寞中情绪能够不变坏并且还要有工作成绩，这就不简单了。
002.对是非绝对是不让步的.txt	43	监狱可以说是人间最苦的地方，在这种“苦其心志”（虽然没有“劳其筋骨”）的状态下，会使你觉得人生需要面临很多的独立作战。在孤独无助的状况下，大多数的人都会产生自怜的情结，但是我就没有产生这种情结。
002.对是非绝对是不让步的.txt	45	坐牢最重要的是你必须先调整自己的心境，我认为坐牢是非常唯心的。我显然不属于多愁善感的那一类人，而是属于比较强悍的人。因此，坐牢时我能放开心境，非常干脆的和外界隔绝，不必靠外力的支援，避免自己成为外界的函数。
002.对是非绝对是不让步的.txt	53	□可以说上下古今每一个主题，甚至每一个谚语我都去思考，有时甚至是长考，以求得我自己的一个结论。如果我现在要写文章的话，这些东西随时可以应用得上，因为我已经有了思考的结论。
002.对是非绝对是不让步的.txt	59	■从你的文章中可以觉得你不认为“为读书而读书”是对的。
002.对是非绝对是不让步的.txt	61	□南宋偏安时，有一位特立独行的知识分子叫陈同甫，不但批评当时的政治，并且指摘当时的所谓读书人说：“今世之儒世，自以为得正心诚意之学者，皆风痹不知痛痒之人也！”
002.对是非绝对是不让步的.txt	63	萨特曾说：“小孩子都快饿死了，文学还有什么意义？”
002.对是非绝对是不让步的.txt	65	认为做学问很重要，学问高于一切，这是一种病态。知识分子应该发挥学问积极的一面——经世治用。
002.对是非绝对是不让步的.txt	73	□我认为现今台湾的知识分子都是在集体逃避现实。虽然这些知识分子他们在专家的部分也许相当有成就，可是他们所走的大方向错误，这是很可怕的。中国历来的知识分子都是走“得君行道”——得到皇帝的赏识而后施展抱负——的路线，至于行道的结果是否误了天下的苍生，这些知识分子都不考虑的。
002.对是非绝对是不让步的.txt	75	现在的知识分子没有勇气、滑头，对很多畸形的现象不敢批评。他们也不敢在知识上起义——在知识上做陈胜、吴广。他们也很喜欢抛头露面、做秀，但是他们的专家之见及书生之见，就好像是象牙塔里朝外面抛绣球一样。他们个人特殊的心得及见解真是少得可怜，只有一页稿纸的分量。可是这一页东西却可以供他们卖一辈子，参加一百次座谈会。
002.对是非绝对是不让步的.txt	77	好比说，现在大家大谈改良狱政，知识分子真正要做的，就像我李敖一样对监狱加以深入的探讨及了解，然后才谈得上要如何改革。
002.对是非绝对是不让步的.txt	79	岛上有的知识分子拿谏诤事实与制度，来比拟言论自由的事实与制度，这种比拟是不伦的。谏诤与言论自由是两码子事，甚至谏诤的精神，和争取言论自由的精神比起来，也不相类。言论自由的本质是：我有权利说我高兴说的，说的内容也许是骂你、也许是挖苦你、也许是寻你开心、也许是劝你，随我高兴，我的地位是和你平等的，谏诤就不一样。谏诤是我低一级，低好几级，以这种不平等的身分，小心翼翼的劝你。今天我们的知识分子处理事情时总是小心翼翼、躲躲闪闪的。
002.对是非绝对是不让步的.txt	83	■那么你认为国内的知识分子们应该怎么做？
002.对是非绝对是不让步的.txt	93	□国民党当局三十三年来在教育方面可以说是成功的——他们把青年人教育成小绵羊及小表哥型的，党外新生代则是属于比较不驯服的一群。
002.对是非绝对是不让步的.txt	103	■有人认为你在政治上偏向党外是一种投机的行为。
002.对是非绝对是不让步的.txt	107	今天党外资格最老而仍然健在、仍然在自由状态的有两女一男——许世贤、黄玉娇和我李敖，康宁祥都比我晚十年。我一个人当党外的时候，我要投谁的机？对一个党外的老前辈有这种批评的人，真是数典忘祖的王八蛋。
002.对是非绝对是不让步的.txt	113	□有人认为我现在贪财，这大概是受了大众传播媒体有意丑化我的影响。问题是什么叫贪财，贪财的定义由谁来订？如果我贪财的话，请问：为什么只要我挂个名，“国立政治大学”要送我副教授的待遇我拒绝了？为什么朋友危难时我会毫不犹疑的解囊相助？
002.对是非绝对是不让步的.txt	117	当我在文坛上被封杀时，我还是想法子干苦力来谋生，我并没有偷鸡摸狗。如果说我贪财，那么请证明我金钱的来源有问题。
002.对是非绝对是不让步的.txt	125	这样子的悲惨命运，使五千年的庞大文学遗产，只表露了庞大的繁琐与悲哀。我们五千年文学史中，没有大气魄的诗、没有大气魄的剧、没有大气魄的小说、也没有大气魄的作品。我们没有好的表达法，没有像样的结构、没有不贫乏的新境界、也没有震撼世界的文艺思潮。我们的“文学”，至多只是在一首小诗、一阕小词、一段小令、一篇作品、一个小故事里打滚，我们“足以自豪”的任何作品，在新世界的文学尺度下，都要打回票。我们的表达力，至多只是表达一点粗浅的浮情，忧国也好、非战也好、田园也好、香奁也好、铁板高唱也好、儿女私情也好……我们除了在最低浅的层面上，吟咏低唱一阵或乘兴挥毫一阵外，便不能再深入，或因深入而浅出。我们是集体失败的，集体铸造了历史的纵线失败。我常常想：一部（儒林外史）的部分好题材，在任何二流三流的西方文人手里，都不会有吴敬梓那样糟糕的处理、那么可怕的结构！而吴敬梓已算得上是我们中国文学史上的特级文豪！——我们真失败！
002.对是非绝对是不让步的.txt	133	我认为看民主，不在堂皇的宪法；找民主，不在庄严的议会；测量民主，不在磨拳擦掌的斗争。民主的真髓表现得不应该这么复杂。民主本身，不仅是一种制度，而是一种信仰、一种生活态度、一种普遍的方向与目标。从这种博大的观点看，我认为检验一个地区的民主成分，单刀直入，只有一个妙法，就是看它有没有“开玩笑的自由”。上上下下，大家都有这种自由，才证明了这个地方把民主信仰化、生活化、普遍化。大家能互相开玩笑，才证明了这个地区有幽默感、有民主气质。
002.对是非绝对是不让步的.txt	141	■不少人认为国民党有实行民主的诚意。
002.对是非绝对是不让步的.txt	143	□这一点牵涉到我谈过的“动机观点”。我认为动机、诚意是一回事，而事实及实际上的表现又是另一回事。事实及实际上的表现才是最重要的，“想”“准备”“计划”都是没用的，做出来才算数。
002.对是非绝对是不让步的.txt	151	我李敖在深入探讨中国浩瀚的古书，拿来和西方的事物经过一番观察和比较后，我觉得中国古代的东西实在不行了，因此我主张“全盘西化”。中国固有的东西只是个烂包袱，背着烂包袱想要来个“超越前进”，这无异是痴人说梦话。
002.对是非绝对是不让步的.txt	155	文化是没有选择性的，因此所谓的“中学为体、西学为用”根本是不成立的。我们一方面想学别人的东西，另一方面对固有的东西又舍不得丢掉，硬要挤进去，结果很多东西都搞得不伦不类的，与其说是复兴固有文化，不如说是贩卖固有文化。
002.对是非绝对是不让步的.txt	159	不错，新加坡总理李光耀现在是在提倡儒家那一套，但是他们是在别的地方已经先成功了。等于是一栋房子先盖好了，然后才找块牌子来当装饰品，儒家的东西对李光耀来说就等于是那块牌子。
002.对是非绝对是不让步的.txt	161	以色列他们也宣传传统的那一部分，也花了点时间在这方面，这样无非是增加人民的向心力，这也是不错的。但是如果花上很大的精力，例如要全国的学生写毛笔字、读文化基本教材等则大可不必。中国古代的东西大可由专家来做，例如考古学家发掘到秦始皇的陵，可以增加研究的趣味、可以增加思古的幽情、可以增加对中国文化源远流长的向心力等。有一次，“中学为体、西学为用”的大师张之洞发现一位幕僚的签呈上有“经济”两个字，于是他批了评语说，“经济”两个字是“日本名词”，不要用“日本名词”。这位幕僚反驳说：“日本名词”其中的“名词”两个字也是日本文。
002.对是非绝对是不让步的.txt	163	由这个小故事可以知道文化的感染是不知不觉的。今天我们社会有很多反对西化的人，其实他们西化的程度绝对是我李敖甘拜下风的，可是他们却嘴硬，死不承认。因此，将来我谈全盘西化的时候，我会列出清单——逐条讨论，说明大家西化的程度，让那些嘴巴上不肯西化、可是实际上已十足西化的人赖都赖不掉。
002.对是非绝对是不让步的.txt	169	□短文章虽然短，实际上并不好写，通常我都需要一段时间的酝酿及准备，然后才长话短说。
002.对是非绝对是不让步的.txt	179	□让我自己在文章中进场、现身说法，这点好重要喔！因为我找不到更好的例子。
002.对是非绝对是不让步的.txt	181	大文豪萧伯纳曾说：“别人夸奖我的时候，我总觉得很不安，因为他们夸奖得不够。”因此，萧伯纳常常夸奖自己。
002.对是非绝对是不让步的.txt	183	在文章中我谈到自己，其实都只是描述事实而已，别人或许会觉得我在吹牛，其实我不是在吹牛。我说五十年来和五百年内，中国人写白话文的前三名是李敖、李敖、李敖，别人大概都会觉得我是在吹牛，其实我并不觉得我是在吹牛，我真的觉得如此。
002.对是非绝对是不让步的.txt	199	□我早说过我是不属于这个时代的人——我早生了五十年，这件事实注定了要有悲剧的结局。
002.对是非绝对是不让步的.txt	203	胡适曾经写过一篇文章《容忍与自由》，劝雷震及殷海光身为知识分子要有容忍别人的器量。当时殷海光很不高兴，反问胡适为什么不劝那些有权有势的当权派容忍“我们”，为什么反而劝我们要容忍别人。胡适回答说，我们也是有势力的，只是我们的势力不建筑在世俗上、不建筑在刀枪上、不建筑在金钱上。我们可以代表社会的正义、我们可以留下历史的纪录、我们写文章可以“匹夫而为百世师，一言而为天下法”，我们不是弱者，我们也是强者。
003.在台大·在法庭.txt	5	■有人统计过，台大历史系二十几年来出过的人物，就数你李敖的知名度最高，你认为呢？
003.在台大·在法庭.txt	11	□我对台大历史系很失望，因为那时候他们走的纯粹是“考据”的路子，我觉得应该还有更宽广的路可以走。所以，几乎可以这么说，台大的学院经验我完全是自修得来的，从来没有老师有能力给我影响，如果勉强算，殷海光大概可以算半个。但是这样也不能说台大的生活对我半点好处都没有，也许他们也给了我很大的负面作用，比方说，他们那些人的榜样随时提醒我不要像他们那么笨、那么老化。哈！这也算是好处吧！
003.在台大·在法庭.txt	15	■如你所说的，除了胡适和半个殷海光给你影响之外，有没有哪些外国学者对你有影响？
003.在台大·在法庭.txt	21	我这个特点，徐复观也发现了。他说过一句话很好玩——那时候我们一起打着官司，对簿公堂，在法庭里吵得很凶，出了法院又高高兴兴一起去喝咖啡，所以法官就很生气，以为我们存心整他。那时候徐复观就说过：“李敖的古书比我们谁都读得多。”“如果让李敖来主持宣扬中华文化工作，一定做得最好！”我之所以常常开中国文化的玩笑，就是因为我太了解了，中国文化有多少斤两，我是亲自探过底的。
004.吐他一口痰.txt	19	□不全是这样。照《正字通》的说法，痰有六种：有“湿痰”“热痰”“风痰”“寒痰”“食痰”“气痰”。“气痰”，照我的解释，是一种“代表正气的痰”，吐气痰，啐然一口，是正气之声，是表示站在正气立场对人的轻视。
004.吐他一口痰.txt	27	■中国文化里有一种独有的道具，就是痰盂，用处有你说的这一项吗？
004.吐他一口痰.txt	39	■听说谢然之以前是共产党？
004.吐他一口痰.txt	57	这些1949年以后出生的，是什么样的人呢？第一，他们从来没领教过共产党。第二，他们也没见过国民党在大陆丢人现眼的糗事。所以，他们对国民党在台湾的耀武扬威，很容易接受。就像我在《给党外人士上一课》里头说的：我们现在看到的国民党，不是在大陆“刘三”式的国民党，而是在台湾“汉高祖”式的国民党。
004.吐他一口痰.txt	59	汉高祖没当皇帝以前，在家乡叫“刘三”，是个混混，就是买花生米不给钱、喝酒要欠账的那种瘪三。元明杂剧里头说，刘邦当了汉高祖，回到家乡时，地方上的流氓都很奇怪，怎么搞的？他不是“刘三”吗？“道是刘三，说什么汉高祖？”我对台湾的国民党，也有这种看法——这不是我们跟他一起被共产党打得满街跑的人吗？怎么突然变成“大有为政府”了？
004.吐他一口痰.txt	63	□国民党也有糊涂的一面。不过，最主要的是他们认为我不厉害，他们根本不重视我。因为我是思想人物，不是政治人物。国民党从来不重视思想人物的厉害。
004.吐他一口痰.txt	67	□那不得了。第一，他们会特别重视我。第二，我坐的牢可能更久。不说别的，哪怕我只是台北市大安区德安里的一个里长，情形就不一样，他们就重视我三分。现在他们只把我当成是幻想很多的人。国民党禁子牢头不就说过李敖是写小说的，写小说的人都有幻想吗？
004.吐他一口痰.txt	75	□你看到我桌上这座达摩老祖的塑像没有？达摩是印度人，我们中国禅宗的祖师爷。达摩到中国来的时候，说过一句话：“菩提达摩东来，只要寻一个不受人惑的人。”这句话很能表达我现在的心情。我在台湾就是要做到这点——我个人不受迷惑，也希望训练一些青年人不再受迷惑。至于那些已经受迷惑的，都变成混蛋了，我也没有法子改变，我只劝那些没有或接近被迷惑的“准混蛋”不再混蛋而已。
004.吐他一口痰.txt	87	■可是在《深耕》第十二期的“地下室手记”上，有一篇《都是〈深耕〉惹的祸》，其中一段说：“我们必须学习与歧见相处，而不是与歧见对立”，似乎《深耕》对上一期的“单方面”意见，颇为自责。
004.吐他一口痰.txt	89	□这些醉言醉语，是《深耕》小朋友们的一个严重错误。我们应该学习与持有歧见的人相处，但绝不是与歧见相处。与歧见相处的话，那还有什么是非可言？我们不只要与歧见对立，而且在是非的争执上，还要宣布哪些是歧见。就像传说伏尔泰说的：“你说的话，我一句也不赞成，可是我要拼命为你争取你有说这话的权利。”（事实上，伏尔泰没讲过这话，而是人们归纳他争取言论自由的言论而得到的结论。）对于持有歧见的人，我们并不希望消灭他们说话的权利，但绝不能与歧见相处。
004.吐他一口痰.txt	91	放水事件以后，康宁祥在石门水库发表谈话，说他个人欢迎别人批评。他的杂志，也把这事描写成好像是意气之争似的，解释成误会，这是有意的小化、窄化和曲解。在我看来，他们的放水，是典型的“敌我矛盾”，而不是“内部矛盾”，这是严重的敌人型的错误，因为他们背离了党外路线、背离了杯葛路线、背离了制衡路线。
004.吐他一口痰.txt	95	■为什么《深耕》在提出对康宁祥的批评后不久，态度就转化了呢？
004.吐他一口痰.txt	97	□最主要的原因，是我在《李敖千秋评论丛书》第十一册中《党外与混蛋》第五段指出的“警觉国民党的乡愿风”。照古典的说法，乡愿就是德之贼也，他把正确的道德标准搅乱掉，让人是非不明。
004.吐他一口痰.txt	99	台湾现在最大的特色就是是非不明确。乡愿最严重的错误，并不只在做人上，而是把道理上的是非弄拧了。明明是红的，他说是紫的。这种风气使大家觉得什么事都可以不必很认真的处理。
004.吐他一口痰.txt	101	《深耕》在批评过康宁祥后，只因为康宁祥表示了一点和缓的态度，大家就觉得“不为己甚”。这种对是非之争不认真到底的心态，就是乡愿习气作祟，只是《深耕》小朋友们不知道而已。台湾的乡愿太多了，大家都不知不觉感染到这习气而不自觉。就像我批评徐复观一样，很多人说：“徐复观已经死了，为什么你还骂他？”为什么他死了我就不能骂他？我讲的是是非，跟他生死无关。把是非同生死混在一起，就是头脑不清、就是混蛋。
004.吐他一口痰.txt	105	■在你发表过《放火的，不要变成放水的》以后，张德铭与费希平在讨论如何修订立法院议事规则时，两人发生冲突，费希平坚持必须修正现行条文，硬性规定应等登记发言委员全部发言完毕后，才能停止讨论。张德铭则认为，与其在第四十四条争论，不如在四十八条，有关表决的条文中规定，停止讨论动议应经三分之二绝对多数通过。但费希平表示不能接受张德铭的解释，并且指着张德铭说：“我怕你放水。”使得张德铭怅然退席。有些人以为，这是费希平过度情绪反应，你的看法呢？
004.吐他一口痰.txt	107	□我认为费希平说对了。
004.吐他一口痰.txt	109	张德铭说根据各国议会的常例，乃至根据政治学的原理，议会发言到某种程度以后，可以停止。话是没错，可是这需要一个相对条件——不是一党独大的政治、不是不允许反对党成立的议会、不是一戒严就戒严三十年的政府，有这些条件，才能谈民主国家政治学理。但是，当台湾完全没有这种相对条件时，张德铭只援引一些单方面规定来谈，未免太学究气、太蛋头了。
004.吐他一口痰.txt	111	我觉得费希平争得很不错，他说我们争的是发言权，不是表决权。为什么不是表决权呢？在党籍立委占绝大多数的情况下，国民党要求50、60，甚至90的多数都可以办到，党外怎么轮也轮不到。所以，费希平这点是对的，能争到发言权就已经不错。
004.吐他一口痰.txt	117	至于批评费希平情绪化，这又是窄化的做法，只要他表达的内容是对的，用什么方式表达都不重要，怎么可以随便用“情绪化”三个字，就抹杀他的行为？
