file	line	context
009.由一丝不挂说起.txt	55	教育会会员诸公当然也是“众流”之一流，“仰望”也一定很久……“仰望”的结果，便是加上“故为宽短”云云这十六字的考语。其中尤足以使诸公心荡神摇的，是所“见”的“肘”和所“窥”的“膝”。本来肘与膝也是无论男女人人都有的东西，无足为奇。但因为诸公是从地下“仰”着头而上“望”的缘故，所以更从肘膝而窥见那肘膝以上的非肘膝，便不免觉得“殊非谨容仪、尊瞻视之道”起来了！
009.由一丝不挂说起.txt	57	这些史料在今天回看起来我们一定忍不住笑，当我们看到今天小姐们这种“袖短直达肩窝，裙瘦难以阔步”的演变，我们怎么能不说：这是何等现代化！再看曲线，在过去，中国女人最缺乏胸围观念，大家都觉得乳房丰满并不好看，所以要束胸，束到“胸乳菽发”，才算好看。等到西洋的三围尺码来了以后，“大奶奶主义”油然兴起，乳房乃得解放，其上围小者不欲再小，上围大者志在更大，于是不得不乞灵于所谓“胸罩”和“义乳”，而杨贵妃时代的东方“诃子”一类的东西遂被丟掉了。“义乳”观念刚流行时，得风气之先的当然是那些在上海的名女人，当时因为用的是棉花，所以容易露马脚，名女人徐来、徐琴芳等，都有过“不幸一乳遗失”的纪录。后来“义乳”慢慢改进，由棉花而橡皮，由橡皮而塑胶、乳胶，并与“胸罩”合流，任凭女士们扭扭或恰恰，再也不必有泰山其颓的顾虑。当我们看到今天的女人们，挺着不辨真假的乳房，傲然自道她的三围数字的时候，我们怎么能不惊喜：这是何等现代化！
009.由一丝不挂说起.txt	61	在对肉体的观念上面，最正常的合法开放是艺术家眼前的模特儿。模特儿的出现最早是在私人的画室里，到了民国八、九年，上海有人发难了，最有名的是常州怪人刘海粟，他公然呼吁：“模特儿到教室去！”主张公开在教室里做人体写生。当时这件事闹得满城风雨，老顽固们大骂他、新闻记者攻击他、孙传芳的五省联军捉拿他，人们把他跟写《性史》的张竞生、唱毛毛雨的黎锦晖目为“三大文妖”。可是时代的潮流到底把“文妖”证明为先知者，全国各地的美术学校一个一个的成立了，光着屁股的模特儿也一个一个的合法了，在道统与法律的夹缝中，模特儿几乎变成唯一的漏网者。第二个漏网者是什么，我不能想象，看到目前的所谓“歌舞团”，我想迟早大概是脱衣舞了！
009.由一丝不挂说起.txt	79	⑦从一些旧日文献里，可以知道裸体辱人的事实：试看《孟子·公孙丑上》：“尔为尔，我为我，虽袒裼裸裎于我侧，尔焉能浼我哉？”又如《列女传·贤明传》：“彼虽裸裎，安能污我？”这些话都可以反证暴露肉体可以达到羞辱人的目的。
009.由一丝不挂说起.txt	81	⑧《易经·系辞下》：“黄帝尧舜，垂衣裳而天下治。”
009.由一丝不挂说起.txt	83	⑨《史记·孝文纪》：“所幸慎夫人，令衣不得曳地，帏帐不得文绣。”《汉书》文帝纪赞：“所幸慎夫人，衣不曳地。”《晋书·苻坚载记》：“坚后宫悉去罗纨，衣不曳地。”
009.由一丝不挂说起.txt	85	⑩《礼记·王制》。并参看《晋书·武帝纪》“帝以奇技异服，典礼所禁，焚之于殿前”的话。
009.由一丝不挂说起.txt	127	……今晚“有闲”，再读《文星》，发觉比“好大言”更令人悲伤的是，有少数自认为“现代化”的人们，却忘了什么是“现代化”了。假如认为他们所崇拜的人们的女人脱光了衣服，而我们的女人也必须跟着脱光才算是“现代化”时，那么人家中饭都改吃冰凉的三明治，而我们的中学生反而吃蒸热的便当，也实在太不“现代化”了。我虽然只在高中、大一时念过一些子曰、诗云外，没有钻过旧书堆，可是我至少知道每种文化都有其特有发展的方向与方式；假若说人家从裸体像发展到脱衣舞而我们没有就该惭愧的话，那么我们更应该觉得惭愧的，该是我们太早发明火药、纸张、印刷术、磁针、地震仪……太早发达了天文学、数学、严密的政治制度……因为伟大的“现代化”的鼻祖们反而要转借我们的，这对我们而言岂不更可耻？汉朝以前的人还不知穿裤子是不光荣，而现代女人当众脱掉裤子倒是“最文明”的事；伟大的心理、伟大的逻辑……
009.由一丝不挂说起.txt	129	虽然我的房中也贴上了张所谓“裸体艺术”，但是我还是不懂“找不到裸体艺术欣赏的观念”有何不对的地方？是否有文化即必须有“裸体艺术”，不然就不配称为“文化”呢？
010.不讨老婆之“不亦快哉”（三十三则）.txt	13	其一：可含泪大唱“王老五”，不亦快哉！
010.不讨老婆之“不亦快哉”（三十三则）.txt	43	其一：可公然读莎士比亚《驯悍记》，不亦快哉！
011.妈妈的梦幻.txt	27	“‘唱片’放完啦！小少爷，赶紧给你亲爱的妈妈倒杯茶！”
011.妈妈的梦幻.txt	39	“李家在你姥姥时代和你老子时代都是不民主的；不尊重‘主权’——‘主’妇之‘权’——的！现在他们的时代都过去了！我们李家要开始一个新时代！昨天晚上听你在房中读经，高声朗诵《礼记》里女人‘幼从父兄；嫁从夫；夫死从子’那一段，我不知道你是不是故意念给我听的。不过，大少爷，你是聪明人，又是在台大学历史的，总不会错认时代的潮流而开倒车吧？我想你一定能够看到现在已经不是一个‘夫死从子’的时代了！……”
011.妈妈的梦幻.txt	45	听了我这番话，妈妈——伟大的妈妈——舒了一口气，笑了；“筹安六君子”也笑了；“咪咪”——那只被大小姐指定为波斯种的母猫，也摇了一阵尾巴。我退出来，向小少爷把手一摊，做了一个鬼脸，喟然叹曰：
012.妈妈·弟弟·电影.txt	9	古人择善固执，妈妈却择电影固执。妈妈三天不看电影就觉得头昏脚软人生乏味，电影是妈妈的命根子，也是她唯一的嗜好。妈妈说她有三大生命：第一生命是她自己；第二生命是弟弟，第三生命就是电影，她统其名曰“三命主义”；并扬言三者一以贯之相辅为用，互为表里，缺一不可，极富连环之特性。
012.妈妈·弟弟·电影.txt	13	所谓“一泻千里式”是妈妈骂我们的一种基本方法，只要我们八个孩子中的任何一个得罪了妈妈，妈妈就要采取“惩一儆八”的策略，一个个点名骂下去，因人而异，各有一套说词，绝无向隅之感，真是天网恢恢疏而不失，八面玲珑人人俱到。比如说三小姐使妈妈不开心了，妈妈并不开门见山直接骂三小姐，她先从大小姐不该买那件黄外套开始，然后顺流而下。谴责二小姐不该留赫本头，再依此类推，直骂到幺小姐的第六号男朋友的大鼻子为止。这种骂法，既可得以偏概全之功；又可收举一得八之效，因材施骂，报怨以直，个个鸣鼓小攻一番，不失古诗人轻怨薄怒的风度。但有个例外是，阴险的辛八达经常是个漏网者，因为他很乖巧，一看到妈妈“骂人开始”了，他便赶紧跑到厨房去烧开水，等到妈妈骂完幺小姐刚要峰回路转枪口对他的时候，他便准时把热腾腾的红茶从门外端进来，那种唯恭唯谨的嘴脸、必信必忠的姿态、清白此身的尊容，再加上举案齐眉的红茶，四种攻势立刻使妈妈化干戈为玉帛，拨云雾而见青天——笑逐颜开了。大喜之余，妈妈立即转换主题，品茗大谈“辛八达孝感动天录”，誉辛八达为二十四孝外一章；曾参以后第一人；“生民以来，未之有也！”……一天夜里我偷看辛八达的日记，他写道：
012.妈妈·弟弟·电影.txt	15	今天小施故技，老太又被“红茶战术”击垮，转而对我谬许不止。不过妈妈似乎对“八”这个数字很偏爱，只骂七个人犹意未足，所以把老太爷抬出来补骂一阵，小子何人？竟劳动老子代我受过，实在不孝之至。感而有诗，成六绝一首：
012.妈妈·弟弟·电影.txt	37	妈妈生平最大的遗憾大概就是生不逢时未能献身银幕了，但聊以自慰的是，人生本是个大舞台，有演员也得有观众。妈妈说她既不能“巧笑倩兮”于水银灯下，只好“美目盼兮”于电影院中。委曲求全之余，妈妈不但成功地做了一个伟大的观众，并且把六位千金和辛八达训练成大影迷，个个精谙影星家传，银幕春秋。最要命的是，我这个“不孝有三，不爱电影为大”的长子最使她失望，幸有弟弟善全母志克绍箕裘，俨然以未来明星自期许，常使妈妈厚望不已。有一次妈妈居然打破一向不信释道鬼神的惯例，在老佛爷面前焚香膜拜起来了，只见她五体投地扑身便倒，口中念念有词，词曰：
012.妈妈·弟弟·电影.txt	51	以上全文及后记原登《文星》第五十六号，1962年6月1日台北出版。发表后，6月25日任卓宣发行的《政治评论》第八卷第八期上，有一篇所谓《为白话文问题代郑学稼辨诬》，其中指出：“李敖对叶（青）、郑（学稼）之文无能答辩，只得‘蝉曳残声到别枝’去写《纪翠绫该生在什么时候？》和他的《妈妈·弟弟·电影》了。”同月，在张铁君发行的《学宗》第三卷第二期上，有一篇《此次文化问题论战之总述评》，其中也诬指：“被胡适全心全力支持的西化太保也‘蝉曳残声到别枝’去考证《纪翠绫该生在什么时候？》谈他《妈妈·弟弟·电影》了。”到了10月3日，胡秋原在记者招待会上宣布控告我，其中也谈到：“后来听说这小诽谤者写《妈妈我服了》，又自称‘文化太保’谈梅毒去了。”上面这些文字，都是我这篇《妈妈·弟弟·电影》发表后的小插曲。在另一方面，我的“妈妈”在6月14日来信说：“读了你的大作，我们有同样的感觉——‘体无完肤’，幸而那段《后记》，使我们稍慰于心。”我另外在公共汽车站旁边，还听到三位女孩子在吱吱喳喳地谈论这篇“妙文章”。我拉杂追记这些小事在此，小事在此，聊志墨缘。（1963年5月22日）
013.长袍心理学.txt	19	可是我穿长袍在光天化日大太阳之下，理由却与她们迥然不同。盖穿长袍是一门失传的学问，降至洋服充斥的今日，凡是再穿长袍的人都有他一个深远的理论背景，我把这种理论背景归而纳之，分为五派，一统其名曰“长袍心理学”。
013.长袍心理学.txt	23	第二是“男权至上派”。此派可以某些女人痛恨者为代表。想当年满清刚入关，金之俊建议十从十不从，第一条就是男从女不从，所以当时男人穿清朝旗袍，女人穿明朝服装；到了民国后，男人又流行穿西装了，女人才流行穿旗袍。换言之，女人总是晚咱们男人一着，总是跟在时代后面穷赶，思念起来，好不开心！想不到好景不长，没过几年，女人们也穿起洋婆子的衣裳来了，但是她们并不喜新厌旧地放弃旗袍，反倒变本加厉，把旗袍开衩到苏茜黄的世界，而此世界之有碍观瞻与体统，不必多言一望便知。可是你又不能厚非小娘子们，因为她们这么做是有古书为之支援的，《诗经》上不是说过吗？
013.长袍心理学.txt	27	有诗云可证，挟经典以重，老学究们还敢再多嘴吗？《礼记》中虽有“作……异服……以疑众，杀！”的王制，但是女人太可爱了，安能遽以一衩之高低挥泪杀之？何况普天之下率土之滨。双面夏娃多如牛毛兔子毛，又安能尽得而诛之？故劝千岁，杀字休出口，杀乎哉？不杀也！但是，既然不能杀之而后快，某些卫道之士自然不服气不甘心，但又恨无新服装可跟她们比赛。失望之余，只好折回头来，重新从箱底取出长衫儿，晒一晒，也穿起来了，心里还想：同是旗人之袍，娘儿们穿得，我穿不得？他妈的，穿！堂堂大丈夫奇男子，岂可让这些造了反的女人专美于前吗？于是“男权至上派”遂在“冲冠一怒为红颜”的公愤下成立了。
