file	line	matched_quote	previous_id	previous_book	previous_source	context
016.别弄拧了堂吉诃德.txt	5	知其不可而为之	LAYTAS-060	李敖议坛哀思录	089.要抛弃蓝绿，展开新的思维.txt:19-19	堂吉诃德虽然疯疯癫癫，但他对信仰一往直前，嫉恶如仇，抑强扶弱，他的毛病在他不能辨别真正的敌友，他的幻想症，使他甚至把风车都当成巨人，结果竟同风车作战。他的人格是肯定的，行为却是否定的。他的悲剧在不知道有些行为是不能做的，中国古话说“知其不可而为之”，堂吉诃德却是“不知其不可而为之”，因此他养天地正气，法古今疯人，自己却不知其疯也。
016.别弄拧了堂吉诃德.txt	5	知其不可而为之	LAYTAS-061	李敖议坛哀思录	090.选市长的道德意义.txt:5-5	堂吉诃德虽然疯疯癫癫，但他对信仰一往直前，嫉恶如仇，抑强扶弱，他的毛病在他不能辨别真正的敌友，他的幻想症，使他甚至把风车都当成巨人，结果竟同风车作战。他的人格是肯定的，行为却是否定的。他的悲剧在不知道有些行为是不能做的，中国古话说“知其不可而为之”，堂吉诃德却是“不知其不可而为之”，因此他养天地正气，法古今疯人，自己却不知其疯也。
016.别弄拧了堂吉诃德.txt	5	知其不可而为之	LAFLZ-100	李敖风流自传	534.用选市长传播理念.txt:5-5	堂吉诃德虽然疯疯癫癫，但他对信仰一往直前，嫉恶如仇，抑强扶弱，他的毛病在他不能辨别真正的敌友，他的幻想症，使他甚至把风车都当成巨人，结果竟同风车作战。他的人格是肯定的，行为却是否定的。他的悲剧在不知道有些行为是不能做的，中国古话说“知其不可而为之”，堂吉诃德却是“不知其不可而为之”，因此他养天地正气，法古今疯人，自己却不知其疯也。
017.我是圣人.txt	9	乘桴浮于海	LACTDB-025	传统下的独白	006.假如我是女人.txt:51-51	至于我，显然老是做战士，无新陈代谢之可言，没有退休、没有变化。似乎该以圣人论了。套句明朝哲人的话：我做圣人，我做不到；但是圣人做我，也不过如此吧？我想，即使孔夫子在台湾，在国民党这样统治之下，做的也不会比我更多吧？孔夫子也许认为“邦无道”，该“乘桴浮于海”，但他做梦也没想到：国民党不会给他出境证去周游列国啊！
017.我是圣人.txt	9	乘桴浮于海	LAWC-055	李敖文存	010.写在居浩然《义和团思想和文化沙文主义》的后面.txt:9-9	至于我，显然老是做战士，无新陈代谢之可言，没有退休、没有变化。似乎该以圣人论了。套句明朝哲人的话：我做圣人，我做不到；但是圣人做我，也不过如此吧？我想，即使孔夫子在台湾，在国民党这样统治之下，做的也不会比我更多吧？孔夫子也许认为“邦无道”，该“乘桴浮于海”，但他做梦也没想到：国民党不会给他出境证去周游列国啊！
018.论“向将军道歉”.txt	75	与人为善	LAMR-087	李敖回忆录	020.前程（1997-·62岁以后）.txt:35-35	（附记）国民党垄断的报纸，是不登党外的广告的。但这次《生根》的道歉广告，国民党却大登特登，国民党“与人为善”“闻过则喜”，竟一至于此！
018.论“向将军道歉”.txt	75	与人为善	LAFLZ-051	李敖风流自传	201.帮孟大中伪造文书.txt:3-3	（附记）国民党垄断的报纸，是不登党外的广告的。但这次《生根》的道歉广告，国民党却大登特登，国民党“与人为善”“闻过则喜”，竟一至于此！
023.波波颂.txt	45	自以形陋，不足雄远国	LAWC-044	李敖文存	008.床上功夫.txt:33-33	〔附记〕《世说新语·容止篇》描写曹操（魏武）说：“魏武将见匈奴使，自以形陋，不足雄远国，使崔季珪代，帝自捉刀立床头。既毕，令间谍问曰：‘魏王何如？’匈奴使答曰：‘魏王雅望非常；然床头捉刀人，此乃英雄也！’魏武闻之，追杀此使。”这真是个有趣的小故事。
023.波波颂.txt	45	魏王雅望非常，然床头捉刀人，此乃英雄也！	LAWC-045	李敖文存	008.床上功夫.txt:33-33	〔附记〕《世说新语·容止篇》描写曹操（魏武）说：“魏武将见匈奴使，自以形陋，不足雄远国，使崔季珪代，帝自捉刀立床头。既毕，令间谍问曰：‘魏王何如？’匈奴使答曰：‘魏王雅望非常；然床头捉刀人，此乃英雄也！’魏武闻之，追杀此使。”这真是个有趣的小故事。
031.纵裸女战斗.txt	5	观世音无形，故普门品述现众身为人说法，既能现众身，则飞走之物以至蠛蠓醯鸡，皆可耳，岂直男女乎？	LADXT-053	独白下的传统	015.欢喜佛.txt:51-51	一人问应元曰：“观音大士女子乎？”答曰：“女子也。”又一人曰：“经云观音菩萨，勇猛丈夫，何也？”答曰：“男子也。”又一人曰：“观音一人，而子一男之一女之者，非矛盾乎？”答曰：“非也。观世音无形，故普门品述现众身为人说法，既能现众身，则飞走之物以至蠛蠓醯鸡，皆可耳，岂直男女乎？”
031.纵裸女战斗.txt	23	先以欲钩牵，后令入佛智，斯乃非欲之欲，以欲止欲，如以楔出楔，将声止声。	LAKYEC-052	李敖快意恩仇录	019.宣淫纪.txt:119-119	《维摩诘所说经》（“佛道品”第八）说：“或现作淫女，引诸好色者。先以欲（慾）出牵，后令入佛智。”《宗镜录》（卷二十一述“圆人又有染爱法门”）说：“先以欲钩牵，后令入佛智，斯乃非欲之欲，以欲止欲，如以楔出楔，将声止声。”这一佛门理论，最为有趣。这种理论主张“以欲（慾）止欲（慾）”，主张用风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的妙举，不是最有趣的吗？
032.陶潜者，今之我也.txt	11	为五斗米折腰	LAWC-076	李敖文存	010.写在居浩然《义和团思想和文化沙文主义》的后面.txt:213-213	以亲老家贫，起为州祭酒，不堪吏职，少日自解归。州召主簿，不就，躬耕自资，遂抱羸疾。复为镇军、建威参军，谓亲朋曰：“聊欲弦歌，以为三径之资可乎？”执事者闻之，以为彭泽令。在县公田悉令种秫谷，曰：“令吾常醉于酒足矣！”妻子固请种粳，乃使一顷五十亩种秫，五十亩种粳。素简贵，不私事上官。郡遣督邮至县，吏白应束带见之，潜叹曰：“吾不能为五斗米折腰，拳拳事乡里小人邪！”义熙二年，解印去县，乃赋《归去来》。
032.陶潜者，今之我也.txt	13	为五斗米折腰	LAWC-076	李敖文存	010.写在居浩然《义和团思想和文化沙文主义》的后面.txt:213-213	陶潜“不能为五斗米折腰，拳拳事乡里小人”，（何法盛《晋中兴书》卷七作：“吾不能为五斗米，折腰向乡里小竖。”）显示了他根本看不起那时候的国民党（国民党在今天，只不过是“外省小人”“外省小竖”）。国民党多次拉我吃他们的“五斗米”，但是我却不肯折腰。陶潜生在现代，他的作风也必然和我一样也！
033.国民党和它同路人的知识水平.txt	73	留取丹心照汗青	LADXT-011	独白下的传统	002.直笔——“乱臣贼子惧”.txt:33-33	我又在秀峰寺内，青玉岬三叠泉前面大石旁，流连了十数分钟，默想能在此大石上镌刻两句文文山的正气歌词：“人生自古谁无死？留取丹心照汗青！”原来想要师部一个参谋替我做的，想来想去，未便启口，因为这样固足表示必死决心，倘若生还，难免被人讥为沽名钓誉，军人以木讷为上，遂作罢论。
053.一生不得为人师.txt	9	人之患，在好为人师。	LAZHYH-081	李敖自传与回忆	013.我最难忘的一段洗脑.txt:5-5	古人说人之患在好为人师，我却觉得国民党之患在好禁异己为人师。我一直觉得我是第一流的老师，可是在国民党的冰河期里，我失掉了育英才或蠢材之乐。每天只孤独写作以终老，虽然别有势力，但总缺少了中国传统中的“师徒势力”。我的人缘不好，跟从无弟子尾随揄扬极有关系。孔夫子之道得传，七十二子有力焉，有七十二子，才有“为往圣继绝学”之徒附骥；耶稣之道得传，十二门徒有力焉，纵有犹大出卖他，但出卖也是一种刺激，刺激他人对耶稣更忠实。至于袁随园有女弟子之类，更是人间大乐，虽然女人不能搞历史。
055.魂牵梦萦贝克特.txt	3	独与天地精神往来	LAWN-013	我最难忘的事和人	003.我最难忘的一片小湖.txt:11-11	我是学历史的人，在独与天地精神往来的当儿，会有一些历史人物，不可思议的进入我的意识里，令我神往，令我对他们别有灵犀，而起古今同调之感、异代遥怜之悲。这些人中，在我出世前七百六十五年死去的那位英国殉道者托马斯·贝克特（Thomas Becket），就是最使我魂牵梦萦的一位。
055.魂牵梦萦贝克特.txt	3	独与天地精神往来	LAWN-022	我最难忘的事和人	007.我最难忘的一个官僚同学.txt:11-11	我是学历史的人，在独与天地精神往来的当儿，会有一些历史人物，不可思议的进入我的意识里，令我神往，令我对他们别有灵犀，而起古今同调之感、异代遥怜之悲。这些人中，在我出世前七百六十五年死去的那位英国殉道者托马斯·贝克特（Thomas Becket），就是最使我魂牵梦萦的一位。
055.魂牵梦萦贝克特.txt	3	独与天地精神往来	LAYTAS-004	李敖议坛哀思录	004.以玩笑出之.txt:5-5	我是学历史的人，在独与天地精神往来的当儿，会有一些历史人物，不可思议的进入我的意识里，令我神往，令我对他们别有灵犀，而起古今同调之感、异代遥怜之悲。这些人中，在我出世前七百六十五年死去的那位英国殉道者托马斯·贝克特（Thomas Becket），就是最使我魂牵梦萦的一位。
055.魂牵梦萦贝克特.txt	3	独与天地精神往来	LAFLZ-031	李敖风流自传	159.我中学没毕业.txt:3-3	我是学历史的人，在独与天地精神往来的当儿，会有一些历史人物，不可思议的进入我的意识里，令我神往，令我对他们别有灵犀，而起古今同调之感、异代遥怜之悲。这些人中，在我出世前七百六十五年死去的那位英国殉道者托马斯·贝克特（Thomas Becket），就是最使我魂牵梦萦的一位。
055.魂牵梦萦贝克特.txt	3	独与天地精神往来	LAFLZ-097	李敖风流自传	507.我玩世.txt:3-3	我是学历史的人，在独与天地精神往来的当儿，会有一些历史人物，不可思议的进入我的意识里，令我神往，令我对他们别有灵犀，而起古今同调之感、异代遥怜之悲。这些人中，在我出世前七百六十五年死去的那位英国殉道者托马斯·贝克特（Thomas Becket），就是最使我魂牵梦萦的一位。
055.魂牵梦萦贝克特.txt	3	独与天地精神往来	LACTDB-003	传统下的独白	003.独身者的独白.txt:15-15	我是学历史的人，在独与天地精神往来的当儿，会有一些历史人物，不可思议的进入我的意识里，令我神往，令我对他们别有灵犀，而起古今同调之感、异代遥怜之悲。这些人中，在我出世前七百六十五年死去的那位英国殉道者托马斯·贝克特（Thomas Becket），就是最使我魂牵梦萦的一位。
