file	line	text	context
001.“缇萦救父”表示了什么？.txt	35	车裂	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	凌迟	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	镬烹	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	大镬	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	菹醢	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	焚如	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	笞杀	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	棒杀	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	鞭杀	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	长锯	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	剉碓	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	污潴	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	枭菹	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	脔噉	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	殊死	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	凿颠	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
001.“缇萦救父”表示了什么？.txt	35	囊扑	除了杀头以外，其他的死法就开始耍花样。像“枭首”（头挂高竿。传说是黄帝对付蚩尤的方法，资格自然最老。也是《法门寺》刘瑾的方法）、像“腰斩”（拦腰一刀。受刑人要“解衣伏质”，质是大铁砧，上面有铡刀，类似法国的断头台。但该叫断腰台。汉朝张苍被腰斩，解衣露出一身白肉，人人看了，觉得可惜）、像“磔”（大卸八块至N块。裂其肢体而杀之，伍子胥的死法）、像“车裂”（五马分尸。秦始皇对付妈妈情夫的方法、商鞅的死法）、像“凌迟”（杀千刀，千刀万剐。《水浒传》王婆的死法、袁崇焕的死法）……这些还算是法有明文的。至于法律以外的，那就更千奇百怪，像“烹”、“镬烹”、“大镬”、“肆”、“醢”、“菹醢”、“焚如”、“笞杀”、“棒杀”、“鞭杀”、“长锯”、“剉碓”、“污潴”、“枭菹”、“脔噉”、“殊死”、“凿颠”、“囊扑”、“投高崖”、“射鬼箭”、“生瘗”、“炮掷”、“支解”，“锁头拉死”等等等等，无法无天，写也写不完。
