score	file	line	text	context
7	002.这是哪门子“新酒”？.txt	9	最近向党部申请恢复党籍，经台湾省党部依组织体系及考核程序，报陈中央，经中央常会核议准予恢复党籍	苏南成原是国民党员，据1982年12月30日《中央日报》登，他因1972年竞选台南市长未获提名，就“自动申请退党，以无党籍身份竞选台南市长，结果败于当时党提名的候选人张丽堂，及至第八届市长选举时，才当选台南市长，去年又获当选连任。苏南成虽退出国民党，但在两届市长任内，均与国民党合作无间”。在合作无间下，苏南成“最近向党部申请恢复党籍，经台湾省党部依组织体系及...
7	002.这是哪门子“新酒”？.txt	9	凡自请脱党者，对本党已失信心，不得依据党员违反纪律处分规程第31条之规定恢复党籍。	苏南成原是国民党员，据1982年12月30日《中央日报》登，他因1972年竞选台南市长未获提名，就“自动申请退党，以无党籍身份竞选台南市长，结果败于当时党提名的候选人张丽堂，及至第八届市长选举时，才当选台南市长，去年又获当选连任。苏南成虽退出国民党，但在两届市长任内，均与国民党合作无间”。在合作无间下，苏南成“最近向党部申请恢复党籍，经台湾省党部依组织体系及...
6	002.这是哪门子“新酒”？.txt	9	自动申请退党，以无党籍身份竞选台南市长，结果败于当时党提名的候选人张丽堂，及至第八届市长选举时，才当选台南市长，去年又获当选连任。苏南成虽退出国民党，但在两届市长任内，均与国民党合作无间	苏南成原是国民党员，据1982年12月30日《中央日报》登，他因1972年竞选台南市长未获提名，就“自动申请退党，以无党籍身份竞选台南市长，结果败于当时党提名的候选人张丽堂，及至第八届市长选举时，才当选台南市长，去年又获当选连任。苏南成虽退出国民党，但在两届市长任内，均与国民党合作无间”。在合作无间下，苏南成“最近向党部申请恢复党籍，经台湾省党部依组织体系及...
3	002.这是哪门子“新酒”？.txt	9	自动申请退党	苏南成原是国民党员，据1982年12月30日《中央日报》登，他因1972年竞选台南市长未获提名，就“自动申请退党，以无党籍身份竞选台南市长，结果败于当时党提名的候选人张丽堂，及至第八届市长选举时，才当选台南市长，去年又获当选连任。苏南成虽退出国民党，但在两届市长任内，均与国民党合作无间”。在合作无间下，苏南成“最近向党部申请恢复党籍，经台湾省党部依组织体系及...
3	002.这是哪门子“新酒”？.txt	9	恢复党籍	苏南成原是国民党员，据1982年12月30日《中央日报》登，他因1972年竞选台南市长未获提名，就“自动申请退党，以无党籍身份竞选台南市长，结果败于当时党提名的候选人张丽堂，及至第八届市长选举时，才当选台南市长，去年又获当选连任。苏南成虽退出国民党，但在两届市长任内，均与国民党合作无间”。在合作无间下，苏南成“最近向党部申请恢复党籍，经台湾省党部依组织体系及...
5	002.这是哪门子“新酒”？.txt	13	在两届市长任内，均与国民党合作无间	《中央日报》又说苏南成“在两届市长任内，均与国民党合作无间”，现在，问题又来了。按照国民党党章第74条第4款，明定“对开除党籍之党员全党党员应共弃之”的；复按“1956年7月3日发45央1字第155号”中央委员会代电附件“对被开除党籍者应有的态度与行动的指示”一至四点，又明定这种人是不要与之“继续往来交游”的、是不要与之谈“党务与有关秘密之政治事项”的、是在...
5	002.这是哪门子“新酒”？.txt	13	选举时，一律不予支持	《中央日报》又说苏南成“在两届市长任内，均与国民党合作无间”，现在，问题又来了。按照国民党党章第74条第4款，明定“对开除党籍之党员全党党员应共弃之”的；复按“1956年7月3日发45央1字第155号”中央委员会代电附件“对被开除党籍者应有的态度与行动的指示”一至四点，又明定这种人是不要与之“继续往来交游”的、是不要与之谈“党务与有关秘密之政治事项”的、是在...
3	002.这是哪门子“新酒”？.txt	13	对开除党籍之党员全党党员应共弃之	《中央日报》又说苏南成“在两届市长任内，均与国民党合作无间”，现在，问题又来了。按照国民党党章第74条第4款，明定“对开除党籍之党员全党党员应共弃之”的；复按“1956年7月3日发45央1字第155号”中央委员会代电附件“对被开除党籍者应有的态度与行动的指示”一至四点，又明定这种人是不要与之“继续往来交游”的、是不要与之谈“党务与有关秘密之政治事项”的、是在...
3	002.这是哪门子“新酒”？.txt	13	对被开除党籍者应有的态度与行动的指示	《中央日报》又说苏南成“在两届市长任内，均与国民党合作无间”，现在，问题又来了。按照国民党党章第74条第4款，明定“对开除党籍之党员全党党员应共弃之”的；复按“1956年7月3日发45央1字第155号”中央委员会代电附件“对被开除党籍者应有的态度与行动的指示”一至四点，又明定这种人是不要与之“继续往来交游”的、是不要与之谈“党务与有关秘密之政治事项”的、是在...
3	002.这是哪门子“新酒”？.txt	13	党务与有关秘密之政治事项	《中央日报》又说苏南成“在两届市长任内，均与国民党合作无间”，现在，问题又来了。按照国民党党章第74条第4款，明定“对开除党籍之党员全党党员应共弃之”的；复按“1956年7月3日发45央1字第155号”中央委员会代电附件“对被开除党籍者应有的态度与行动的指示”一至四点，又明定这种人是不要与之“继续往来交游”的、是不要与之谈“党务与有关秘密之政治事项”的、是在...
4	002.这是哪门子“新酒”？.txt	15	造也，吉凶所起造也。	为了勾结现实的党外政客、谋取现实的短视利益，国民党党中央和党地方都自毁立场如此，这不是堕落，又是什么？国民党可以不顾政治道德、可以不顾党内伦理、可以不顾大家的愤愤不平，但总该顾顾党内法规，如今连这点起码的都不遵守，还要变本加厉，推出苏南成这种反复无常的无耻小人来进中常会，这不是胡闹吗？荒唐的李登辉还夸说什么“新酒”，中国古书说酒：“造也，吉凶所起造也。”国民...
6	003.李登辉的户籍.txt	3	李登辉总统前年领取新身份证时，曾发现职业登记栏为‘台湾省政府主席’，而交代秘书人员持往古亭户政所更改登记，因户籍法规变更职业登记为副总统，必须检附《在职证明》，遭到‘婉拒’，秘书人员为之气结，表示副总统只有国民大会颁发的‘当选证书’，不知从何申请副总统在职证明，后来户政单位开会研究，才以事实认定方式同意改正。古亭户政所负责官员今天表示，李总统的‘新’职业登记，最近再次变更为总统，不过还是依事实的认定而改正，未行提出《在职证明》。	今年4月6日，《联合晚报》登出这样的新闻标题：《李总统不再受刁难/身份证职业栏改妥/这回不必交（在职证明）了》。新闻内容是：“李登辉总统前年领取新身份证时，曾发现职业登记栏为‘台湾省政府主席’，而交代秘书人员持往古亭户政所更改登记，因户籍法规变更职业登记为副总统，必须检附《在职证明》，遭到‘婉拒’，秘书人员为之气结，表示副总统只有国民大会颁发的‘当选证书’，...
3	003.李登辉的户籍.txt	7	奉交下台端本月1日致本部朱部长函敬悉。查申领护照按规定须据实填写护照资料卡，台端所填资料卡之婚姻状况经查与事实不符，用特函达，请即亲自或以书面委托他人前来本处办理更正，以凭发照。	八年前，国民党政府为示宽大，居然同意李敖出境，由警总保安处处长郭学周出面，约我到他刀光剑影的官衙，从他上衣口袋中掏出出境证，当面笑嘻嘻的交给我，表示情治机关不刁难了。不料旅行社把出境证送到“外交部”领护照时，“外交部”的专员级科员汪应松力持反对颁发，理由是从新闻媒体报导中，事实认定李敖与胡茵梦有离婚行为，但在旅行社送来的李敖户籍誊本上，李敖却是未婚，因此不能...
6	005.“奸匪李登辉”字眼赫然出现！.txt	5	叶城松于三十六年10月间，由奸匪李登辉介绍参加匪帮，受杨匪廷椅领导，担任台大法学院支部书记	李登辉的神秘背景，和他曾是共产党不无关系。外传他是退出共产党二十年后，才向国民党“自新”的，事实上，绝非如此，而是早在做共产党的当时，就“自新”了，他出卖了共产党同志，作为晋身之阶，这在官方秘密出版品中，可以印证。根据“国家安全局”印“机密”文件《历年办理匪案汇编》第一辑第186页到190页，可以看到“匪台湾省工委会台大法学院支部叶城松等叛乱案”，这个案子，...
5	005.“奸匪李登辉”字眼赫然出现！.txt	5	匪台湾省工委会台大法学院支部叶城松等叛乱案	李登辉的神秘背景，和他曾是共产党不无关系。外传他是退出共产党二十年后，才向国民党“自新”的，事实上，绝非如此，而是早在做共产党的当时，就“自新”了，他出卖了共产党同志，作为晋身之阶，这在官方秘密出版品中，可以印证。根据“国家安全局”印“机密”文件《历年办理匪案汇编》第一辑第186页到190页，可以看到“匪台湾省工委会台大法学院支部叶城松等叛乱案”，这个案子，...
4	005.“奸匪李登辉”字眼赫然出现！.txt	5	国家安全局	李登辉的神秘背景，和他曾是共产党不无关系。外传他是退出共产党二十年后，才向国民党“自新”的，事实上，绝非如此，而是早在做共产党的当时，就“自新”了，他出卖了共产党同志，作为晋身之阶，这在官方秘密出版品中，可以印证。根据“国家安全局”印“机密”文件《历年办理匪案汇编》第一辑第186页到190页，可以看到“匪台湾省工委会台大法学院支部叶城松等叛乱案”，这个案子，...
3	005.“奸匪李登辉”字眼赫然出现！.txt	5	案情摘要	李登辉的神秘背景，和他曾是共产党不无关系。外传他是退出共产党二十年后，才向国民党“自新”的，事实上，绝非如此，而是早在做共产党的当时，就“自新”了，他出卖了共产党同志，作为晋身之阶，这在官方秘密出版品中，可以印证。根据“国家安全局”印“机密”文件《历年办理匪案汇编》第一辑第186页到190页，可以看到“匪台湾省工委会台大法学院支部叶城松等叛乱案”，这个案子，...
3	005.“奸匪李登辉”字眼赫然出现！.txt	5	奸匪李登辉	李登辉的神秘背景，和他曾是共产党不无关系。外传他是退出共产党二十年后，才向国民党“自新”的，事实上，绝非如此，而是早在做共产党的当时，就“自新”了，他出卖了共产党同志，作为晋身之阶，这在官方秘密出版品中，可以印证。根据“国家安全局”印“机密”文件《历年办理匪案汇编》第一辑第186页到190页，可以看到“匪台湾省工委会台大法学院支部叶城松等叛乱案”，这个案子，...
6	005.“奸匪李登辉”字眼赫然出现！.txt	7	登辉先生对共产党的看法是，共产党就是共产党，没有所谓好的共产党或坏的共产党，世界上所有共产党都没有离开其违反自由、民主和人性的本质。	根据国民党《中央日报》发行人石永贵发行的《李登辉的小故事》（1988年1月台视文化公司四版），在“共产党没有所谓好的”的一节里说：“登辉先生对共产党的看法是，共产党就是共产党，没有所谓好的共产党或坏的共产党，世界上所有共产党都没有离开其违反自由、民主和人性的本质。”其实，共产党的叛徒，比共产党还要坏，变节的共产党是最坏的共产党，蒋经国与李登辉，正是无独有偶的...
5	005.“奸匪李登辉”字眼赫然出现！.txt	7	共产党没有所谓好的	根据国民党《中央日报》发行人石永贵发行的《李登辉的小故事》（1988年1月台视文化公司四版），在“共产党没有所谓好的”的一节里说：“登辉先生对共产党的看法是，共产党就是共产党，没有所谓好的共产党或坏的共产党，世界上所有共产党都没有离开其违反自由、民主和人性的本质。”其实，共产党的叛徒，比共产党还要坏，变节的共产党是最坏的共产党，蒋经国与李登辉，正是无独有偶的...
7	006.李登辉的共产党问题.txt	5	你以后只做台大教授就好了，不要做农复会组长。	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
7	006.李登辉的共产党问题.txt	5	你可以做教授，但是不可以做公务员。	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
6	006.李登辉的共产党问题.txt	5	中国共产党台湾省工作委员会	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
4	006.李登辉的共产党问题.txt	5	台湾民主自治同盟	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
4	006.李登辉的共产党问题.txt	5	国家安全局局长	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
3	006.李登辉的共产党问题.txt	5	读书会	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
3	006.李登辉的共产党问题.txt	5	正确思想	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
3	006.李登辉的共产党问题.txt	5	对政治失去兴趣	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
3	006.李登辉的共产党问题.txt	5	中共在台机关	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
3	006.李登辉的共产党问题.txt	5	老板	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
3	006.李登辉的共产党问题.txt	5	早知如此	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
3	006.李登辉的共产党问题.txt	5	悔不当初	关于李登辉的共产党身份，以前坊间刊物曾有猜测，略谓：李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共...
7	006.李登辉的共产党问题.txt	9	李登辉曾经把他如何加入共产党，又如何退党的种种经过，亲口向蒋经国做了详尽的报告，至于时间是何时，则未做透露	一、从报告内容上看，所谓“李登辉曾经把他如何加入共产党，又如何退党的种种经过，亲口向蒋经国做了详尽的报告，至于时间是何时，则未做透露”。我们认为这一报告内容，如果是指李登辉当年“的确信守承诺”，没有泄漏“他所知道的组织情形”，是绝不可能的。因为蒋经国一定会追究李登辉究竟以什么身份，认为他自己有权“知匪不报”。所以，真相应该是报告的内容，乃是他全部“交心”的细...
6	006.李登辉的共产党问题.txt	9	他所知道的组织情形	一、从报告内容上看，所谓“李登辉曾经把他如何加入共产党，又如何退党的种种经过，亲口向蒋经国做了详尽的报告，至于时间是何时，则未做透露”。我们认为这一报告内容，如果是指李登辉当年“的确信守承诺”，没有泄漏“他所知道的组织情形”，是绝不可能的。因为蒋经国一定会追究李登辉究竟以什么身份，认为他自己有权“知匪不报”。所以，真相应该是报告的内容，乃是他全部“交心”的细...
4	006.李登辉的共产党问题.txt	9	的确信守承诺	一、从报告内容上看，所谓“李登辉曾经把他如何加入共产党，又如何退党的种种经过，亲口向蒋经国做了详尽的报告，至于时间是何时，则未做透露”。我们认为这一报告内容，如果是指李登辉当年“的确信守承诺”，没有泄漏“他所知道的组织情形”，是绝不可能的。因为蒋经国一定会追究李登辉究竟以什么身份，认为他自己有权“知匪不报”。所以，真相应该是报告的内容，乃是他全部“交心”的细...
4	006.李登辉的共产党问题.txt	9	出卖他们（共产党同志）	一、从报告内容上看，所谓“李登辉曾经把他如何加入共产党，又如何退党的种种经过，亲口向蒋经国做了详尽的报告，至于时间是何时，则未做透露”。我们认为这一报告内容，如果是指李登辉当年“的确信守承诺”，没有泄漏“他所知道的组织情形”，是绝不可能的。因为蒋经国一定会追究李登辉究竟以什么身份，认为他自己有权“知匪不报”。所以，真相应该是报告的内容，乃是他全部“交心”的细...
3	006.李登辉的共产党问题.txt	9	知匪不报	一、从报告内容上看，所谓“李登辉曾经把他如何加入共产党，又如何退党的种种经过，亲口向蒋经国做了详尽的报告，至于时间是何时，则未做透露”。我们认为这一报告内容，如果是指李登辉当年“的确信守承诺”，没有泄漏“他所知道的组织情形”，是绝不可能的。因为蒋经国一定会追究李登辉究竟以什么身份，认为他自己有权“知匪不报”。所以，真相应该是报告的内容，乃是他全部“交心”的细...
3	006.李登辉的共产党问题.txt	9	交心	一、从报告内容上看，所谓“李登辉曾经把他如何加入共产党，又如何退党的种种经过，亲口向蒋经国做了详尽的报告，至于时间是何时，则未做透露”。我们认为这一报告内容，如果是指李登辉当年“的确信守承诺”，没有泄漏“他所知道的组织情形”，是绝不可能的。因为蒋经国一定会追究李登辉究竟以什么身份，认为他自己有权“知匪不报”。所以，真相应该是报告的内容，乃是他全部“交心”的细...
5	006.李登辉的共产党问题.txt	11	的确信守诺言，并没有出卖他们	二、从行政程序上看，蒋经国若亲自听取李登辉报告之时，必然在要重用他之前。在重用前，其实早都经过情治单位层层调查过了，蒋经国必然早已在抽屉中看到李登辉的秘密档案。情治单位送呈秘密档案，绝对不敢把当年没有泄露“他所知道的组织情形”的共产党，不查清楚就向上呈报的，李登辉若那样“的确信守诺言，并没有出卖他们”，在情治机关调查时，是绝对过不了关的。李登辉“自新”时间既...
3	006.李登辉的共产党问题.txt	11	他所知道的组织情形	二、从行政程序上看，蒋经国若亲自听取李登辉报告之时，必然在要重用他之前。在重用前，其实早都经过情治单位层层调查过了，蒋经国必然早已在抽屉中看到李登辉的秘密档案。情治单位送呈秘密档案，绝对不敢把当年没有泄露“他所知道的组织情形”的共产党，不查清楚就向上呈报的，李登辉若那样“的确信守诺言，并没有出卖他们”，在情治机关调查时，是绝对过不了关的。李登辉“自新”时间既...
6	006.李登辉的共产党问题.txt	13	凡曾参加叛乱组织者，在未经自首或有其他事实证明其确已脱离组织以前，自应认为系继续参加。如其于民国三十八年6月21日惩治叛乱条例施行后，仍在继续状态中，则因法律之变更并不在行为之后，自无《刑法》第2条之适用。至罪犯赦免减刑令，原以民国三十五年12月31日以前之犯罪为限，如在以后，仍在继续犯罪中，即不能援用。	三、从法律解释上看，按照1956年11月26日大法官释字第68号解释，明说：“凡曾参加叛乱组织者，在未经自首或有其他事实证明其确已脱离组织以前，自应认为系继续参加。如其于民国三十八年6月21日惩治叛乱条例施行后，仍在继续状态中，则因法律之变更并不在行为之后，自无《刑法》第2条之适用。至罪犯赦免减刑令，原以民国三十五年12月31日以前之犯罪为限，如在以后，仍在...
3	006.李登辉的共产党问题.txt	13	认为系继续参加	三、从法律解释上看，按照1956年11月26日大法官释字第68号解释，明说：“凡曾参加叛乱组织者，在未经自首或有其他事实证明其确已脱离组织以前，自应认为系继续参加。如其于民国三十八年6月21日惩治叛乱条例施行后，仍在继续状态中，则因法律之变更并不在行为之后，自无《刑法》第2条之适用。至罪犯赦免减刑令，原以民国三十五年12月31日以前之犯罪为限，如在以后，仍在...
3	006.李登辉的共产党问题.txt	13	未受波及	三、从法律解释上看，按照1956年11月26日大法官释字第68号解释，明说：“凡曾参加叛乱组织者，在未经自首或有其他事实证明其确已脱离组织以前，自应认为系继续参加。如其于民国三十八年6月21日惩治叛乱条例施行后，仍在继续状态中，则因法律之变更并不在行为之后，自无《刑法》第2条之适用。至罪犯赦免减刑令，原以民国三十五年12月31日以前之犯罪为限，如在以后，仍在...
4	007.李登辉召见林栋慰问个屁.txt	7	中国代表团	林栋，1913年生，江苏省江宁县人。金陵大学法学士、美国密歇根大学政治学硕士、美国柏莱诺大学法学博士、国防研究院第一期毕业。曾任重庆国立中央大学教授、中国国民党中央组织部编纂、三民主义青年团中央团部文化组组长、学校组组长、军事委员会外事局少将科长、国家总动员会议简任专员、江苏省政府委员、江苏省党部委员、三民主义青年团江苏支团书记代主任、行政院战地政务委员会简...
4	007.李登辉召见林栋慰问个屁.txt	7	国立台湾师范大学	林栋，1913年生，江苏省江宁县人。金陵大学法学士、美国密歇根大学政治学硕士、美国柏莱诺大学法学博士、国防研究院第一期毕业。曾任重庆国立中央大学教授、中国国民党中央组织部编纂、三民主义青年团中央团部文化组组长、学校组组长、军事委员会外事局少将科长、国家总动员会议简任专员、江苏省政府委员、江苏省党部委员、三民主义青年团江苏支团书记代主任、行政院战地政务委员会简...
4	007.李登辉召见林栋慰问个屁.txt	7	生我之门死我户	林栋，1913年生，江苏省江宁县人。金陵大学法学士、美国密歇根大学政治学硕士、美国柏莱诺大学法学博士、国防研究院第一期毕业。曾任重庆国立中央大学教授、中国国民党中央组织部编纂、三民主义青年团中央团部文化组组长、学校组组长、军事委员会外事局少将科长、国家总动员会议简任专员、江苏省政府委员、江苏省党部委员、三民主义青年团江苏支团书记代主任、行政院战地政务委员会简...
5	008.李登辉“意淫大陆，手淫台湾”.txt	1	意淫大陆，手淫台湾	李登辉“意淫大陆，手淫台湾”
