file	line	text
002.《蒋介石评传》序（李敖）.txt	21	汪荣祖比我小五岁，在台大历史系比我晚两班。我在台大毕业后做预备军官一年半，退伍考研究所，与荣祖的太太陆善仪同班。他们后来都去了美国。他们同班四年，止于同学，没有料到在域外缔为佳偶，三十年来恩爱不衰，在学业上更是相得益彰。荣祖在西雅图华盛顿大学得博士，现在弗吉尼亚州立大学（柏堡）做资深教授，曾任师大历史研究所客座教授、美中学术交流会访问学者、澳大利亚国立大学访问研究员、上海复旦大学访问教授等职。他在文史领域内博学驰骋、著作宽广，《史家陈寅恪传》《史传通说》《康章合论》《章太炎研究》《晚清变法思想论丛》、《走向世界的挫折：郭嵩焘与道咸同光时代》Search for Modern Nationalism：Zhang Binglin and Revolutionary China《学林漫步》等著作，都是他学贯中西古今的文证。五年前，我在《汪荣祖〈章太炎研究〉序》里说：“台大历史系老同学汪荣祖是我最佩服的历史学者。在我眼中，成为历史学者除了历史在行外，还得有伟大的正义感。环顾中国，两者兼具的，荣祖要列前茅。”正因为荣祖有这些高迈的品质，当他提议与我合写一部《蒋介石评传》，我就欣然追随。
002.《蒋介石评传》序（李敖）.txt	23	由于我希望在蒋介石死掉二十周年之日出版，借以雷霆万钧之势做盖棺后的定论，因此写作时间，不过一年。而这一年之间，荣祖课余之暇，搁下其他研究工作，全力以赴，本来约好从旁襄助的我，却闪在一旁，看似偷懒，私下的理由也有一二：理由之一是我要荣祖放手去人尽其才，把他推到第一线，榨取出他私下研究蒋介石的全部家当，他多年前曾有写作THE GEMO UNMASKED：Chiang Kai-shek，1887-1975一稿的计划，对蒋介石的论定，原亦有成竹在胸；理由之二是本书正文由荣祖执笔，我的主要工作是配图、配史料，但一年下来，正文已近五十万字，已满预定字数，我的配史料工作，决定另成《蒋介石评传补注、引用与主要参考书目及索引》一册，将来并于书后，以期完整。所以，可以这么说：本书论定蒋介石虽已“围标”功成、“钻勘”备至，但在配史料方面，尤其在配新出史料方面，自有待与日俱新。我曾跟荣祖说：“我们的评传出来，完全可做到每一事件都论定出结论的境界，纵使新史料出来，也只能更印证我们结论的正确，而不能推翻我们的结论。”荣祖和我能达到这种境界，也正显示了两人的功力所在。
002.《蒋介石评传》序（李敖）.txt	27	最后要特别申明的是，以李敖对蒋介石的憎恨，立论是否客观，或启人疑窦，我的答复是我在《〈蒋介石研究〉自序》中的一段话：
002.《蒋介石评传》序（李敖）.txt	31	正因为我有这种情理分明的自信，我才敢与荣祖联手，写这样一部学术著作；正因为我有这种深恶痛绝，我才愿在垂老之年仍不放过蒋介石，写这样一部复仇之作。我在《北京法源寺》里写李十力对康有为说：
003.第一章、发迹以前.txt	5	蒋介石飞黄腾达之后，日理万机，仍不能忘怀传统宗法意识，对寻根认祖，兴趣极浓，以至于一再修谱，甚至于1948年，国共内战已打得不可开交、蒋政权已摇摇欲坠时，仍要循例大修特修，聘吴敬恒为修谱总裁，陈布雷为总编纂。此次修谱在宁波找到一个祖宗头，并一直追到公元前12世纪的周公。毛思诚主编，陈布雷校订的《民国十五年以前之蒋介石先生》，便说明蒋介石“其先出自周公第三子伯龄”。蒋介石颇感高兴，然而如此家谱，不过是后人的“创造”，何异李唐自比陇西望族，以及章炳麟为杜月笙写《高桥杜氏祠堂记》上比望族？其实英雄不怕出身低，蒋介石的列祖列宗里，哪里出过像蒋介石那样天字第一号人物？又何必要从祖宗里去找光显呢？
003.第一章、发迹以前.txt	17	所谓“为配王氏女合葬之，且为之立嗣”，就是找到一位王家的早夭女儿，给蒋周传“冥婚”，“冥婚”之后，死人蒋周传就有了被继承人资格、就可以立蒋经国为后，蒋周传这一支就不绝后了。
003.第一章、发迹以前.txt	19	“冥婚”是中国文化，但却不是正统的。例如曹操的小儿子曹冲死了，因为死时只有十三岁，曹操怜其少子，就想来一次“冥婚”。正好邴原有一个女儿早死了，曹操找到邴原，要把两个孩子合葬。不料邴原却不买账，邴原说：“原之所以自容于明公，公之所以待原者，以能守训典而不易也！若听明公之命，则是凡庸也！明公焉以为哉？”邴原为什么拒绝曹操呢？他的理论根据是这样做不合于“训典”，他所指的“训典”，显然是指《周礼》这部经书而言。在《周礼》的“地官”（媒氏）一节，有这样的话：“禁迁葬者与嫁殇者。”再按注解，“迁葬”是指“生时非夫妇，死而迁葬之，使相从”；“嫁殇”是指“十九以下未嫁而死者”，“谓嫁死人也”。两者统而言之，都是“冥婚”。而这种“冥婚”，不管死者成年没成年，按诸传统经典，都是违背的，在中国正统思想中，对这些是完完全全明明白白禁止的。
003.第一章、发迹以前.txt	21	从反面角度推测，中国经典中对“冥婚”的禁止，正暴露了“冥婚”的流行。《周礼》这部书，专家结论是战国的作品，所以，书中禁止“冥婚”的话，足以反证当时这一现象的普遍。前面所引曹操的例子，显然曹操是有所本的，只不过他本的，是民俗中的传统文化，而不是经典中的传统文化。这种民俗中的传统文化，走火入魔以后，是很邪门儿的，邪门儿到有这样的怪事：——《元史》（列女传）记有一位杨氏，丈夫死后，公公为了给儿子“冥婚”，甚至置在世的儿媳妇于不顾，硬要先给讨个鬼婆！
003.第一章、发迹以前.txt	25	中国正统思想是长子继承制，长子是“大宗”，“大宗”一支没有儿子，要找人过继，叫做立后，但这乃指成人而言，不指殇而言。殇是十九岁以下早死了的人，按规矩，殇不立后，除非他是战死的。孔夫子说：“能执干戈以卫社稷，虽欲无殇，不亦可乎？”就是指此。
003.第一章、发迹以前.txt	27	薛蕙《为人后解》说：“礼之所以立法，曰重大宗也；小宗无子，以为可以绝者也，故不为之立后，大宗无子，不可以绝，故立后以继之。”正因为中国正统思想如此，所以，“大宗”的长支长子都不准过继给他支，要自己留着。1923年《中华民国民事习惯大全》记湖南永顺县“长支长子不得出继他支”，就说：“永顺县人民，泥于古来大宗小宗之义，对于长支长子，均不准出继他支，盖恐乱宗法也。”就是显例。不但“大宗”有儿子不得过继给人，“大宗”（长房）没儿子还得把弟弟（次房）的儿子过继过来，这叫“大宗不可绝”。但是，弟弟这边，如果只有一个儿子，过继给“大宗”，自己反倒绝了后，总未免伤感情。于是，聪明人发明出”一门两不绝“的规矩，一个儿子，干脆给两头做儿子，既承长房，又兼承次房，叫做兼祧。祧是继承为后嗣的意思，兼祧就是给两房做儿子。
003.第一章、发迹以前.txt	31	蒋介石文中说“己未岁，吾母为配王氏女合葬之，且为之立嗣”。“己未岁”是1919年，已在蒋周传死后二十一年，也就是这四岁亡童冥岁二十五岁之年，王太夫人在小儿子死后二十一年还大搞这一套，显然颇使蒋介石头痛。但蒋介石为了“不忍重违母命，以伤骨肉之至情，不获已，仍以长子经国嗣之”。蒋经国过继这年，蒋纬国只有三岁，蒋纬国的生父不是蒋介石，是戴传贤，他被蒋介石收为次子，其中一个重要原因，很可能与王太夫人一直施压力把蒋经国给蒋周传有关。蒋介石头脑很旧，他怕自己长房这支绝后，故抱来蒋纬国垫底，这样在形式上，至少不太难堪。蒋介石在文中故意用“今吾‘生’有二子，以母命长孙经国为吾弟后”的语气，更可印证这一假设。
003.第一章、发迹以前.txt	33	蒋介石在母爱上，争不过夭折的小弟，印象深刻，甚至形诸笔墨，很可以解释他两方面的强烈反应。一方面蒋介石从小顽皮，自称“六岁就学，顽劣益甚”，害得他妈妈“训迪不倦”。这是在下意识中对母亲偏爱的一种“抗议”，以及为了引起母亲注意或争夺母爱的表现。而这种顽劣又演变成一种“无赖”的性格，蒋介石小名瑞元，“瑞元无赖”久已闻名溪口乡里间，有好几则“口说历史”，为此提供了一些具体的例子。如奉化有旧历新正参拜宗祠后分芝麻糖的习俗，但蒋介石小时候不肯按次序领糖，要抢先。经别人阻止后，竟倒地弄得满身污泥，然后往人群中乱钻，别人只好让他先领。又据蒋介石同学蒋周兰的女儿玉英说，蒋介石在私塾读书，不守规矩，遭塾师打手心，但还未打着，就已倒地打滚哭闹（参阅汪日章、唐瑞福《蒋介石的故乡》，第27页；毛炳岳《蒋介石的外婆家——葛竹》，第41页；陈志坚《我与蒋家婆媳曾生活在一起》，第73页）。
003.第一章、发迹以前.txt	37	另一方面，蒋介石下意识中争取母爱的强烈愿望，表现于他毕生对他妈妈不寻常的景仰、表扬与怀念。当王太夫人于1921年6月14日去世时，蒋介石葬之于溪口之北的白岩山。夫妻死后要“同穴”，就是要合葬，是中国传统文化的项目之一。不但合葬，甚至有的还要同一口棺材呢！古代有一位汴梁儒士孟志刚的夫人衣氏，丈夫死后，她吩咐棺材店老板说，我先生殉葬的衣服很多，请把棺材做个特大号的。结果棺材做好，她说：“吾夫既死，与之同棺共穴可也。”就自杀了。自杀的目的之一，显然图个同棺共穴的方便。
003.第一章、发迹以前.txt	41	这种邪门儿，蒋介石自己在1922年10月写《慈庵记》时，提出了解释：
003.第一章、发迹以前.txt	43	岁次癸丑，吾兄锡侯与中正既安葬先考肃庵公于县北之桃坑，时先慈王太夫人健在，谆嘱吾兄与中正曰：余百年后，不必因袭俗礼同穴，以余墓之工事，重惊尔父之灵，当为余营别圹。每中正归省，无不以此见责，且自置墓碑，以示其意志之坚决。易箦时，又以是为遗嘱于吾兄弟二人者。中正既未能尽色养于生前，复何敢违先人治命，滋厥咎戾！因于辛酉岁，卜吉鱼鳞岙中垄，为先慈安窀穸。呜呼！四明屏列，望之巍然，而母仪壸范，已可仰而不可接矣！淅沥萧飒，泫然泣然，令人入于耳而不忍闻者，其唯墓前潺潺之漪流：而堂上之梵声、庭前之徽音，则邈然不可复闻。永怀鞠育，昊天罔极，触景伤心，徒令孤哀增陟圯之感已。循兆域而东，有蹊介然，可达白崖西祠庙，蜿蜒陂陀，曲折如羊肠，蹑足下行，可百余武，势忽坦夷，仰瞻茔墓，睪如也。用复辟地二亩，鸠工筑墓庐三椽，吾兄锡侯董其事，姐婿式仓宋先生襄成之。癸亥冬月工竣，值先慈六秩诞辰，中正适于 是日自西欧倦游归，展墓毕，因得升堂尽礼，以告服阕。翌日，乃奉曾祖祈增公以下至季弟周传之神主于堂之中，标额曰慈庵，以成先慈建庵供佛未竟之志，而又配祀先考肃庵公，权合古人祔庙之义也。中正幼秉懿训，长劳倚闾，曾几何时，星沈露冷，从此白云孤庵，但有凄望心恻而已。呜呼！悲夫！
003.第一章、发迹以前.txt	47	这个真相，在我们读1921年6月25日蒋介石《先妣王太夫人事略》中，首先得到了脉络。蒋介石写道：
003.第一章、发迹以前.txt	55	这个想法，当年受命在蒋介石家乡办武岭学校的校长张明镐，在近年写《蒋介石在溪口》一文里，有了权威性的调查与记述。张明镐说：
003.第一章、发迹以前.txt	57	王氏在生前曾对蒋介石谈起自己百年后的坟地。因为蒋介石的父亲和前妻徐氏、孙氏的坟墓合葬在溪口镇北一里许的桃坑山，如果将王氏棺柩与他父亲合葬，王氏就得屈居徐、孙之下，这是王氏所不愿的。蒋介石当初曾向他的生母建议，将桃坑山父坟迁葬，单独与王氏合穴，但王氏亦不愿这样做。她态度坚决地说：“瑞元（蒋的小名），你千万要记住，我将来坟墓不要与父亲合葬。”蒋介石是个满脑子封建迷信的人，他请了广东和江西走红的风水先生在溪口附近到处找寻“龙潭虎穴”、子孙兴旺的好坟地，最后选定在白岩山山岙，作为他母亲的墓穴。
003.第一章、发迹以前.txt	65	蒋介石这种自称“无限悲痛”的情况，蒋经国在《守父灵一月记》4月27日条亦曾提到：
003.第一章、发迹以前.txt	73	蒋介石去日本之前，先于五六岁时在家延师启蒙，后来又进私塾，读四书五经，接受科举式教育，并于1902年到县城奉化应童子试，考中童子试以后，才能报考秀才，结果连童子试都未考取。黎东方于《蒋公介石序传》中说：“他见到试场中种种不合理与腐败的现象，下决心再也不去参加这种考试了”（第16页），是明显的曲笔。其实义和团之乱以后，1901年订立《辛丑条约》，清廷有鉴于国耻与国祸之逼上眉睫，乃决心办新式学堂，派送留学生出洋，并于1905年取消科举考试。从此以后，再也没有“这种考试”可以“参加”了。蒋介石不过是顺从时尚，不再考试而进了新式学堂。进洋学堂是当时的新出路，并不一定表示要“追求革新精神”。
003.第一章、发迹以前.txt	77	到日本留学是我生命史中值得纪念的一章。因为我不但在那儿认识了蒋先生，而且遇见了许多后来共倡革命的同志。我本来准备学步兵的，可是与蒋先生一见如故，于是不学步兵而学炮兵，以期与蒋先生朝夕相处，共同切磨。我们当年都是留发（带辫子）出国的。到了日本就把辫子剪掉，这也是从事革命的第一个表示。（陈香梅《张岳公闲话往事》）
003.第一章、发迹以前.txt	81	蒋介石第一次到日本是1906年的4月，年底前就已回国，原因是他想学军事，但清廷已与日本政府有协议，不准中国学生自费学习军事，只收国家保送的学生。蒋介石遂于回国后进入段祺瑞任督办的通国陆军速成学堂（保定军校前身）。后来在国民党统治地区（包括1949年以后的台湾），小学课本中有一则沿用毛思诚所记（见《民国十五年以前之蒋介石先生》第一册第三编，第9-10页）有关蒋介石的爱国故事，说是日本教官在中国学生面前把四亿中国人比做微生虫，蒋介石反唇相讥，说是日本有五千万人，也像五千万只寄生细菌，日本医官羞愤之余，见到蒋介石没有辫子，指着秃顶就咆哮说：“你是否革命党？”最后一句露出了马脚，张群明明说，他与蒋出国时都是带辫子的。这种故事，与华盛顿砍断樱桃树的故事一样，都是政治神话。而北大历史系出身的王俯民在洋洋洒洒的《蒋介石详传》中，仍将此神话当做信史来转述呢！（见上册，第22页）
003.第一章、发迹以前.txt	89	根据1904年（光绪三十年）阴历四月的练兵处《陆军学生分班游学章程》，当时所选学生要“年在十八岁以上，二十二岁以下者”，蒋介石进振武学校已二十一岁，年纪不算小了。据振武学校编《振武学校沿革志》，改三年制后，上课总时数如下：
003.第一章、发迹以前.txt	97	对照起振武学校创办时期的《课程概要》（实藤惠秀著《中国人日本留学史》），三年制的课程，日本语文方面多了1212小时，比起没改成三年制以前，改了半天，重点不外在加强日本语文训练而已。综合观察起来，三年期间，除了军事课程外，蒋介石所学的，远在今天高中生的课目以下，甚至是初中生以下（注意课目中有算术，就是初中生的程度！）足见他的教育程度，只是相当于初高中程度而已。再说，蒋介石入校在1908，按说已是三年制，但从钦定年表核算，他的修业年限，至为可疑，因为明明不足三年。据黄福庆《清末留日学生》，说：“中国武备学生接受预备教育的期限，因学校、时期而有所不同。成城学校时代概为十六个月，而振武学校则有数次变更。创立之初为十五个月，1905年10月，改为十八个月，次年，再改为两年，旋改为三年，直至该校废止，未再有更动。”蒋介石似是“旋改为三年”时期的三年制，故虽说三年，实在成分不足也。
003.第一章、发迹以前.txt	99	蒋介石当时叫蒋志清，于1910年冬天，自振武学校毕业，时年二十三岁，遂即分配到北海道新潟县高田镇的十三野炮联队实习，此时他身高169.4公分，体重59.2公斤。（据高田市史记载，见《蒋总统秘录》第二册，第213页）实习生是二等兵，生活十分艰苦。至于军事训练，主要是喂马，以及替军马“擦热”，使马在严寒中血液流通，并没有真正学到军事科技。据毛思诚的《民国十五年以前之蒋介石先生》一书说，十三联队的师团长长冈外史与联队长飞松宽吾，对二等兵蒋志清“甚优遇”。（见第一册第三编，第14页）但事实上师团长对蒋全无印象，直到1927年蒋至日本送照片并赠“不负师教”题词，长冈才知曾有这样一个二等兵。（见坂部护郎《将军长冈外史》，第278页）既不知，何来“优遇”！
003.第一章、发迹以前.txt	101	但是1928年国民政府成立后，蒋主席的钦定履历中，赫然有“日本士官学校毕业”的最高学历。（见民国十八年《中国国民党年鉴》）1937年5月出版的《蒋介石全集》，于《传略》中也赫然有“初入日本振武学堂，继入日本士官学校”字样。（见上册，正文第1页）比后宣传顺流而下，公私各家莫不视为事实。邓文仪编著的《蒋主席》，说得最神龙活现：
003.第一章、发迹以前.txt	105	邓文仪偷天换日，居然把名不见经传的振武学校换作赫赫有名的日本士官学校了。当然有不少中国学生自振武学校毕业，经实习后考入士官，像士官四期的蒋作宾、第六期的孙传芳、阎锡山、第十期的张群等等，但蒋介石并没有进士官，更无从毕业。从昭和十五年十月兴亚院出版的《日本留学中华民国人名调》中，可知自第四期至第十期，每期毕业生名单中都没有蒋介石。第十一期以后，是何应钦、谷正伦、贺耀组他们了，名单已近“晚辈”，当然更没有蒋介石了。附带一提的是：以上各期中，全部姓蒋的只有四人。其中第四期蒋作宾是湖北人、蒋隆棻是湖南人；第五期蒋国经是湖南人；第六期蒋荫曾是湖北人，都不是浙江人，自然也没有是蒋介石化名的可能。蒋介石早年学名蒋志清，自然也没有另有学名的可能。所以，从士校各期名单中，蒋介石不列名籍，已经证据确凿矣！
003.第一章、发迹以前.txt	109	蒋先生原名志清，弱冠时曾考入保定陆军速成学堂，因不守堂规而被开除。后往日本进陆军振武学校，接受军士教育程度的训练。回国后，却说他是日本士官第六期毕业生。此次到了北京，乃派曾一度任其副官长的陈铭阁（河南人）到米市胡同南兵马司和士官学生同学总会负责人刘宗纪（士官第六期，曾充孙传芳的参谋长）接洽，并捐五万元，作为同学会经费。那时有些人，像四期的蒋作宾、雷寿荣，六期的杨文凯、卢香亭等，就向刘宗纪质问，哪里出来这个叱咤风云的大同学呢？刘说，捐巨款还不好吗，何必深究呢？（唐德刚《李宗仁回忆录》，第570-571页）
003.第一章、发迹以前.txt	115	在辛亥革命之前，蒋介石并无明显的革命动作。蒋介石于第一次出洋前就剪辫示决，完全是后人的伪造。蒋生于清朝光绪年间，理论上和习惯上，凡是当时大清子民，男的都要留辫子。留辫子本是满清入关时，检定汉人人心向背的一个形式条件，相习成风后，相对的，日后剪辫子也就变成“革命排满”的一个形式条件，所以，谁先在清廷没倒前剪辫子，谁就值得佩服。不过那时剪辫子，多是在外国的留学生或是在洋人租界的中国前进分子干的事，在满清统治地区，剪辫子可就不可思议、大成问题了。据董显光《蒋总统传》说：蒋自日本回来进保定军校，“校中一切学生除蒋总统外皆有辫发”，这一说法，历来蒋介石传记都是众口一辞，直到1985年出书的《蒋介石传》（国民党军方黎明文化事业公司出版，德籍远东问题专栏作家施德曼与费德林史坦夫妇合著，国立编译馆主编、辛达谟博士译），还都这样一路宣传、相沿不断呢！但是，事实真是如此吗？真的在严格的军校管理中，人人有辫子，唯独蒋介石可以“唯公无辫”（毛思诚《民国十五年以前之蒋介石先生》中语）而不受“制裁”吗？这种逸出常识的说法，真令我们难以相信！
003.第一章、发迹以前.txt	119	蒋介石到日本入振武学校读书，从1908年8月到10月里，学生抗议校方实施日本文部省颁布的《取缔清韩留日学生规则》，闹学潮，要退学。日方档案对此事有记录，然闹事的学生中有张群，而没有蒋介石，可见他并不很积极。
003.第一章、发迹以前.txt	121	蒋介石在留日期间，亦并没有加入一个叫“丈夫团”的秘密团体。日本记者古屋奎二写的《蒋总统秘录》中说，蒋与张群一起加入，又说“和黄郛一同创办《武学杂志》，这个杂志，也是留学军事的革命青年们的重要言论机关”，以证蒋当年确实加入了“丈夫团”，掩遮了历史真相！不可不辩。
003.第一章、发迹以前.txt	123	据《李烈钧自传》稿本所述，可知“丈夫团”为士官学校里中国学生的小组织，由李和黄郛（字膺白）等人发起。
003.第一章、发迹以前.txt	127	于此可知，“丈夫团”紧接同盟会而成立，应在1905年，为同盟会中学军事同志们的盟中加盟，团员人数极少。据《黄膺白先生家传》说“合同志中之尤坚贞者，得二十五人”，阎锡山的《回忆录》则说是二十八人，沈云龙撰《黄膺白先生年谱长编》谓一共三十二人，又据黄郛的太太沈亦云写的《亦云回忆》，团员有三十四人。另一方面，阎锡山提到的二十八人中，有五人不见于沈云龙的笔下，如统统算入，团员可达四十三人，但其中并没有姓蒋的（丈夫团成员表可见于李敖《蒋介石研究续集》）。
003.第一章、发迹以前.txt	129	张群是和蒋介石同船在1908年春天去日本的，“丈夫团”有他的名字，却没有蒋介石的名字，自然反证了“丈夫团”没有吸收蒋介石。因此，所谓蒋介石是“丈夫团”团员之说，不但文献无征，甚至不见于他早期“钦定”的《民国十五年以前之蒋介石先生》（这书只承认他加入同盟会）。可见《蒋总统秘录》扑人而来的蒋介石“并且和张群都加入了在同盟会会员中的军事留学生们所组成的一个秘密团体‘丈夫团’”之说，完全是七十年后的追加。
003.第一章、发迹以前.txt	131	直到1911年辛亥年的夏天，因四川保路风潮激荡，蒋介石应陈其美之召回沪，“密商举义计划”（见《陈英士先生年谱》，第19页），寻因假满返日，重回十三联队。未久，武昌起义，各省纷纷响应，又得陈其美电催返国，即向日本师团长请假，然师团长与清廷陆军部有约，非得清方许可，不能擅自回国，遂向联队长请假四十八小时，明知不可能于期限回营，实借此乔装返国，有如逃兵，事实上亦一去不复返营。然而史学家黎东方却把此一仓皇归国，根据靠不住的道听途说，渲染得像风萧萧兮易水寒的荆轲入秦：
003.第一章、发迹以前.txt	137	这一百二十多位同志，成了陈先烈的一支生力军。他们帮助陈先烈于阴历九月十四日（阳历11月3日）光复上海。（《蒋公介石序传》，第30页）
003.第一章、发迹以前.txt	139	此何异写历史小说？师团长根本不准回国，联队长只照例准四十八小时假，逾期即以逃兵论处，何来置宴饯行？还要“按照武士道的礼节，以冷水代酒，表示永别”，更是尽情想象的能事。事实上，与蒋介石结伴回国的仅张群和陈星枢两人。其他有二十余名学军事的留日学生大约于此时辍学回国，但并不同行，所谓“一百二十人左右”云云，毫无根据。而这些学生由于擅自回国，都被学校开除了。
003.第一章、发迹以前.txt	143	1906年5月间，蒋介石首次东渡日本，虽未能入学，却初识了陈其美（参阅 Loh, The Early Chiang Kai-shek, p. 121-122），于其生平关系至大。蒋氏家谱以及陈布雷编蒋介石年表，都说他于光绪三十三年由陈其美介绍加入同盟会，是错误的，因该年系丁未年，是1907年的2月3日到1908年的2月1日。整个1907年，蒋都在国内，不可能在日本加入同盟会。即使1908年之春，蒋第二次踏上日本国土，但陈其美已自日本回国（见姚辉《辛亥革命时期的陈其美》，第29页），失之交臂，不可能于此时在日本相见，更不可能于此时由陈介绍入同盟会。陈介绍蒋入会，很可能在上海，因蒋在日留学，于假期经常回国。设于东京的同盟会，自孙中山离日后，已形同分裂，多系反孙一派，而陈其美是属于孙派。说蒋介石参加同盟会，不如说参加孙、陈一派，较为实际。当时加入同盟会的手续很简单，很可能蒋在上海填表由陈其美监誓加入同盟会的。总之，蒋是陈其美的人马，为陈驱驰。蒋在辛亥革命前后的活动，都由陈主动决定，主要于辛亥年参与杭州举事。陈给了蒋三千六百元和一百名“先锋敢死队”，到杭州后于11月4日攻打浙江巡抚衙门，当时清吏早已风声鹤唳，全无斗志，不攻而下，5日即已控制市区，6日抵抗结束。蒋自杭返沪，当时上海亦已光复，宣布独立，陈其美利用上海商团的捐款，组成沪军第五团，任命蒋介石为团长，隶属黄郛的第二师。陈、黄、蒋三人遂换帖拜把，结为兄弟。这是蒋介石生平多次结拜的第一遭。
003.第一章、发迹以前.txt	149	陈其美之死当然使将介石悲痛万分，他以义弟的名义写了一篇情见乎辞的《祭陈英士文》，劈头就是：“呜呼！自今以往，世将无知我之深、爱我之笃，如公者乎！”后来他更爱屋及乌，发迹之后，重用陈其美的两个侄子——陈果夫与陈立夫，以至于有“蒋家天下陈家党”之说。
003.第一章、发迹以前.txt	151	陈其美死后，蒋与孙逐渐建立起比较直接的关系。但是后来国民党官方又“事后聪明”，总想渲染孙蒋关系，提早孙蒋初识的时间，如黎东方在《蒋公介石序传》中说：
