file	line	context
002.给谈中西文化的人看看病.txt	95	这就是他们骨子里的真精神！这种精神，事实上只是奕訢、文祥、曾、李、左等人洋务理论的“建构化”。当然张之洞之流把它建构得很别致、很迷人，既维新又卫道，最适合焦灼状态下的国人的口味。顺着这种思路滑下来，在1935年出了一件怪事，就是盛极一时的《中国本位的文化建设宣言》，俗称“十教授宣言”。这十教授是：王新命、何炳松、武堉干、孙寒冰、黄文山、陶希圣、章益、陈高傭、樊仲云、萨孟武。他们在宣言里颇藐视中体西用的见解，但是他们笔下的“根据中国本位”、“具有中国特征”，却正好是“中学为体”的盗版；“吸收欧美的文化……但须吸收其所当吸收”，却正好是“西学为用”的化身。这真是数典忘祖的大笑话了！据我看来，王新命诸公唯一比张之洞之流高明的，只是抬出一点“批判态度”来做取舍标准，而张之洞在这方面的念头似乎没有他们强烈。但是这一点并不重要，他们在“残基”（residues）上面和张之洞是完全一致的。他们真可说是“友天下曾经致力于党务之士，尚论古人”了。
002.给谈中西文化的人看看病.txt	99	这一派的头脑构造跟前一派是大哥二哥的，都是二分法的构造。前一派是体用二分法，这一派是精神物质二分法。在体用二分法上，若只把西学局限在科学工艺的“用”上，便很容易转形为这一派了。所以老实说，这一派比体用二分法还浅薄。这一派的理论本是清季“中学治身心，西学应世事”的蜕变，到了《欧游心影录》（1920年）时代的梁启超和《东西文化及其哲学》（1922年）时代的梁漱溟，突然有了新的气象。下传至陈立夫得意的时代，这种理论更是日正当中了。陈立夫写《中西文明的特质与新文化的创造），劈头就说西方有“物质的重心”，而东方“正和他们异趣”，有“精神的重心”：
002.给谈中西文化的人看看病.txt	111	西洋人等无一通汉书者，说言立论，令人可笑者多！
002.给谈中西文化的人看看病.txt	113	这是公开否定洋鬼子的比附了。就事论事，康熙皇帝此言也未必过当，想洋鬼子对东方能够有所“通”，实在是太乐观的事。他们偶尔有“倾慕”色彩的，也无非是用看“海上奇方”的眼光比附一阵，用来推销他们的主义和满足他们的偏锋感觉而已。莱布尼兹用他的《单子论》（Monadologie）来比附中国儒释道三家学说就是一个显例。此外弗朗克（A. H. Francke）、沃尔夫（Christian Wolff）、伏尔泰、狄德罗、海尔佛修（Helvetius）、巴夫尔（Poiver）、揆内、堵哥，这些人对中国的了解都是有问题的，都是不可以胡乱肯定的。但是这些人名单到了挟外自重派的手里，自然就会表演一次“再比附”：借洋鬼之尸，还祖宗之魂了。他们在“国威坠失，民族陵夷”的时候，会大叫道：“你还说中国文化不行吗？外国的大思想家都佩服我们呢！”于是张其昀埋头大写其《爱默生论中国文化》（《东西文化》页17），谢扶雅也伏案大做其《莱布尼兹与东西文化》（《岭南学报》一卷一期）。他们的结论无非是“嘻，何酷似‘圣人之徒’也！”洋权威引过来，正好可填补他们“子曰”、“诗云”意识的空虚。既然得观古人之光耀，又闻洋人一言以自壮，无怪乎他们都那样活泼泼的了！
002.给谈中西文化的人看看病.txt	131	这种大团圆的好梦做来好像对中西文化至公至正，毫无偏袒，其实钱穆的内心深处是“项伯式”的，虽然拔剑起舞，本意却在“以身翼蔽沛公”。“沛公”者，中国文化是也；中国文化者，孔子教义是也。孔子教义：
002.给谈中西文化的人看看病.txt	133	将决然为后起的世界文化新生运动中，求在人类历史本身内部，觅取文化真理者的唯一最宝贵的教养。（《孔子与世界文化新生》）
002.给谈中西文化的人看看病.txt	135	如此“决然”、如此“唯一”，真不愧是标准的“唯我论”（egotism）！读了这些新预言，我才知道所谓“世界文化新生”，原来竟是向孔子教义看齐；而西方文化新生的结果，竟是让中国圣人来当家。这就是钱穆的“文化客观真理”。我写到这里，真忍不住要叹气说：所谓中国今日的“史学家”，毕竟还是“近乎卜巫之间”的人儿！
002.给谈中西文化的人看看病.txt	139	犯这种病的人大概头脑中有点“八十米低栏”的幻象，因为“超越”云云不正是跳栏吗？“前进”云云不正是赛跑吗？这些文化选手们，一方面对中国文化假惺惺的不满意，一方面对西洋文化热烘烘的掘根子。这一派的大法师就是胡秋原。胡秋原在《超越传统派西化派俄化派而前进》里，口口声声劝人“由门户之争解放出来”，却没想到他自己正是门户之中的健将！他并不是什么“独立而向前”的“两不属”的人，他实在属于“传统派”中的一个流派。而在这传统派的门户中，二十五年来，一直扮演一个会耍障眼法的角色。例如他说：
002.给谈中西文化的人看看病.txt	167	第一个原因是“泛祖宗主义”。俗话说“穷极呼天，痛极喊娘”。无知的人们遇到困难，左冲右撞，还是解决不了，只好求助于“逆退”（regression）心理，退到穿开裆裤的时代，拿出吃奶的力气，喊几声妈。因为在孩童时期每一叫妈，问题就有人代为解决了，所以总觉得叫妈很灵，所以总想叫妈。但叫妈是个人的事，对一个民族而言，人人叫妈成何体统？于是聪明人想出一个好办法——叫孔夫子！这真是一大发明！因为这样一来，天下大事就好办了，孔子是我们“泛祖宗主义”的焦点，是我们全民族的“父亲意像”（father-image），也是我们的弥赛亚。不幸的是，在三百年来欧风美雨的吹打下，我们的弥赛亚不但不灵，反倒误了我们——我们想占祖宗的便宜，结果反倒吃了大亏。
002.给谈中西文化的人看看病.txt	171	他们的通病在于不明了返老还童绝不能用老药，使中国现代化也绝不能借助古法。如同你治一种病，绝不能西药中药全吃，专心吃西药足够了，中西合壁反倒糟。现代化的国家和现代化的步骤早摆在那里，我们直接去学就行了，何必麻烦祖宗呢？日本没有孔子，可是何碍于他们的维新？韩国很少国粹，可是何碍于他们的新政？我们当年的藩属都跑到我们前面去了。如果祖宗能救我们，早就把我们救了，不会闹到今天这种惨相了。美国是固有文化固有圣人最少的民族，可是人家是名副其实的强国，而咱们呢？至多可说是历史悠久的古国，四维八德十三经二十五史虽多，可是还得靠人家援助。这不能全怪我们不争气，我们该怪祖宗留给我们太多的“东方文明”：那是一个重担子，压得我们喘不过气来，延误了我们现代化的速度。如果我们想轻身妙手的走向现代化，我们不得不在这个重担子下面挂个问号。
002.给谈中西文化的人看看病.txt	179	四十年前，大家都高叫科学救国，可是科学还没进门，梁启超就领头大喊“科学破产”了；三十年前，大家都叫民主宪政，可是国会刚开，大家又大喊“议会政治破产”了。
002.给谈中西文化的人看看病.txt	195	一个英国探险家在某次探险中碰到一个有吃人肉风俗的蛮人，等到他发现这蛮人竟是一个英国大学里出身的，他大为惊奇，他问这个蛮人道：“你难道还吃人肉吗？”这个蛮人的答话可妙了，他说：“我现在用西餐叉子来吃了。”（I use fork now.）
002.给谈中西文化的人看看病.txt	201	我们最大的悲哀在大家根本不知真的洋货是什么，我们总以为舌尖舐到的那点是洋货；眼睛瞟到的那点是洋货；与圣经贤传吻合的那点是洋货；二毛子学人贩卖的那点是洋货。流风所及，真正的洋货还没进口就被我们“止”住了，所以一旦有人真正谈点西学的时候，一些“善为气矜”的土包子就看不过去了，就要“向政府质询”了，就高叫这是“东方人的耻辱”了！
002.给谈中西文化的人看看病.txt	203	第三个原因是“和经济背景脱节”。传统派不知道我们东方这一套思想完全是农业社会的产物。农业社会是靠天吃饭，修己以顺天。资源是有限的，基本的资源是几亩地，一代一代的土生土长，谁也没有扩展的可能，机会的扩充（a broadening of opportunity）是做不到的，每个人生存的条件是祖传的农作。一块土地，爷爷交给老子，老子交给小子，小子恭恭敬敬涕泗横流的收下来，年轻一代生存的机会是年老一代传下来的，所以不能不敬老，所以老年人在我们社会最神气；可以“养于国”、可以“杖于乡”、可以拿棒子乱敲人的膝盖。因为土地资源就是那么多，你年轻人想吃饭，就得听话。
002.给谈中西文化的人看看病.txt	275	今天最可恶的，莫过于保守者背后的“历史主义”（historism），他们不相信西方玩意是批发的，但却相信有些“人”有资格来选购，所谓“统治文化”云者，此之谓也！坦白说吧，亿万中国人中，谁也没有资格来订这个取舍“标准”，任何聪明才智之士都不配“制礼作乐”来“规范”这个聪明才智的民族，死去的黄帝周公固然不配，今天的内政部也不配，唯一配做的只是我们小百姓在西方文明猛扑下的自动吸收。而在这自动吸收的过程中，我们固有文化中的“无价之宝”和“国粹”是绝不会“沦亡”的。小姐们的旗袍不就是一个例子吗？这是中西合壁最成功的表演：三围的注重、衣料的纺织、开衩的上移直到“苏茜黄的世界”，哪一点不代表F. S. C. Northrop所希冀的The Meeting of East and West？哪一点不象征“国粹”的“发扬光大”？我们固有文化中如果真有真金，它一定不怕火炼的，何况还有那么多的惰性和老不死来卫护它呢？我们青年人大可不必担心“没有了中国”、大可不必怕充分的现代化。我们尽量学，“惰性”、“老不死”和“国粹”早就在背后打了七折八扣了，所以我们很容易流于“仅得其中”的结果，所以我们更有“取法乎上”的必要，以“充分”为目标的必要。
002.给谈中西文化的人看看病.txt	289	儒家经典本是些空泛的大道理，除了《论语》、《孟子》和《礼记》的一部分外，其他只不过是一些治古史用的獭祭材料。《论语》只不过是一万一千七百零五个字的空疏东西，而古代宰相竟想用半部论语治天下，这未免把“治天下”看得太容易了。即使加上三万四千六百八十五个字的《孟子》、九万九千零一十个字的《礼记》，一共还不到十五万言。想凭这点两千年前的“精华”来包罗格物、致知、诚意、正心、修身、齐家、治国、平天下的万象，用来应付20世纪70年代种种繁复困难的新问题，天下哪有这等便宜事！我们总相信有个包医百病的万灵丹，总喜欢有个“简单的确定”（simple certainty），用来“放之四海而皆准，俟诸百世而不惑”。老实说吧，凡是有着这种“万古纲常”头脑的人，绝不配谈如何使中国走向现代化！
002.给谈中西文化的人看看病.txt	291	我们不肯睁开眼睛看看，看看人家在辛辛苦苦夜以继日的做什么？人家已经迈向理智的爱国主义（patriotism of reflection）了，我们却还在“事君以忠”观念上兜圈子；人家已经对社会人类学（social anthropology）都不满意了，我们却还在“天理”“气运”“太极图”上翻筋斗；人家论自由与权利的大书已经出了几百本了，我们却还高谈大学中的“絜矩之道”！我们再回过头来，看看我们两千年来做了些什么？我们喊了两千年“选贤与能”了，可是我们没有研究出来一种合理的投票法；我们喊了两千年“幼有所长”了，可是我们没有一所像样的育幼院；我们喊了两千年“不必藏于己”了，可是我们屯积居奇的奸商比谁都多；我们祭了两千年的孔子，可是孔子的后人却变成了问题儿童与考试专家。这些数不尽的冰冷事实难道还不能使我们醒醒吗？难道我们还要喊口号过日子吗？
002.给谈中西文化的人看看病.txt	297	固有文化的“暗中操纵”，竟使中国“神州陆沉”，“转向苏联”，这不正是它的大罪状吗？这样说来，谈固有文化的人实在在某点上和共党的思路是很近的：他们在“先断”（prejudgement）、诉诸权威、诉诸教条、诉诸感情、以自我为中心论断（ego-centrie predicament）、统一和矮化（dwarf）思想、好谈道统和正统、对历史做先知式的预言（historical prophecy）、爱用价值染色名词（value-tingedterms）等十一点，与共党思想基型实在没有什么不同。陈康先生的一段话我极有同感，他说：
002.给谈中西文化的人看看病.txt	301	迷恋固有文化的人，正是“缺乏科学的批评精神和逻辑的论证能力”的一群，“数千年儒化思想”的训练，使我们的防疫本领可怜透顶，所以共党的细菌一来，立刻与传统的训练一拍即合。共党把“毛家店”撑起来以后，表面上当然反对孔家，但是骨子里却一定感谢“儒化思想”给他们所做的铺路工作。因为他们的型模是一样的，正所谓：“此非吾家招牌也！何其声之似我也！”
003.我要继续给人看看病.txt	29	从“品级”（ranks）来解析，益发可以看出徐先生对选词运句的周密与缠绵：一个“动摇”的动词，前面加上“千万不可以轻易的”限制，在整段文字中又告诉我们要“尊重”、要“维持”，若“轻易的动摇”，不但是“第一个禁忌”，并且还“没有多大益处的”，同时“从文化学、人类学上看来，都是极富有价值的悲惨教训”。
003.我要继续给人看看病.txt	37	这完全是“中体西用”的“道邻版”。除了说词的铺陈比较有点绅士味儿以外，就思想的基本型模来说，我们看不出徐道邻和张之洞有什么不同的地方。
003.我要继续给人看看病.txt	61	从这表中，我实在看不出两段文字在记述的文法（descriptive grammar）上有多少不同。中国语中本没有否定性词头（negative prefix），所以在“千万不可以轻易的动摇”上，徐先生用了否定词（negative word）。但他婉转迂回的手法竟在“一定要依靠着”六个字上出了岔。在这六个字里，他表现了语法上强烈的“意志式”（voltine form）。这充分暴露了他的“原意”所在，更用他自己的话证明了我并没“弄拧”了他。
003.我要继续给人看看病.txt	79	所谓“世界博物馆馆长”的好梦，就是想拿万花筒式的方法，维持各地文化传统于不坠。尤其那些只在“科学和工艺上落后的民族”，大可不必妄自菲薄的改头换面，因为“世界博物馆馆长”正需要你们千奇百怪的老套、五花八门的造形！
003.我要继续给人看看病.txt	83	最近几年中，我们又从另外一方面，听到一种对于文化发展方向的警告。这个警告，是来自正在发展的人性学（Human ethology）。这些学者，认为人类文化之生成和发展，全靠不同的人有不同的幻想和不同的适应。如若每个人的幻想和适应全是一样的，那么美术就要毁灭，科学就要死亡，而人类就要和低级动物相去不远。所以一个科学的社会，一定要设法维持各种行为和反应中最高度的差异性（当然，也不可以达到一个接近混乱和不稳的程度）。因为有了多原性（heterogeneity），才有进步可言。而单纯的同原性（homogeneity），对于人类的危险不亚于原子性的战争。而现代社会中文化同原化的倾向——世界性的广播和电视，一版印行几千万份的杂志和画报——其程度是异常可怕的。所以怎样抵制文化的同原化，怎样保存人类文化的差异，正是目前人类的一个生死关头的重要问题。有人主张尽量创设多数的文化焦点，尽量维持原有的许多文化传统；譬如对于若干老的大学，我们尽量保持它们的作风，以维持人类在观念和行动上的差异。（《文化的论辩》）
003.我要继续给人看看病.txt	89	徐先生的基本观念在“抵制文化的同原化”，认为同原化“对于人类的危险不亚于原子性的战争”。这种“远见”我不好说它是侈论，但至少是一种杞忧。尤其对所谓“科学和工艺上落后的民族”而言，更是不切实际的论调。如果一个民族只在“科学与工艺上落后”，如果真有只在“科学与工艺上落后的民族”，那么这民族唯一该做的事，乃是尽量“倾向”那些现代化强国的“文化焦点”，在富强竞争中不被远远甩在后面，这才是这民族“生死关头的重要问题”！
003.我要继续给人看看病.txt	93	我们不需要用我们的“文化传统”去点缀世界博物馆，这不是我们穷措大的目标。我们的目标是建设第一流的现代化强国。徐先生援引几个洋学者来劝阻人们不要争奇斗富，这是我们不敢领教的高论。所以对徐先生，我要指摘他，防止他用平和的词句所走私进来的毒害。
003.我要继续给人看看病.txt	115	所谓“活的中国文化”，徐先生“特别举出三种现象”，其中“尤其值得我们注意的是第一个现象”，此现象是：
003.我要继续给人看看病.txt	135	我每用“缺点”两字，都加上括号，表示这词有点特殊意义，不可以乱肯定的。徐先生既同意我“这句话不错”，却又说“不必一定要非‘占有’不可”，态度上的模棱是很明显的。模棱的原因，是因为他痛感于这美人有“花柳病”。
003.我要继续给人看看病.txt	181	胡秋原的学术水准与君子词令
003.我要继续给人看看病.txt	197	我说胡先生在“骂”，胡先生也许不服。因为胡先生曾“自信”“不至于使用有辱学术二字，以及中外君子标准的词令”。但在他的长文章里，我们可以看到他的“学术”与“君子标准的词令”，诸如：“丢脸”“故做哀鸣”“骷髅姿态”“不堪承教”“庸妄”“痴狂”“死心眼”“私蔽”“更冷血的自卑狂”“寄生者”“猪先生”“文明戏”“痴人”“文化废人”“败家子”“黑人意象”“荒谬”“不像样”“不中用”“乌贼”“东拉西扯”“嘻笑怒骂”“维辛斯基口气”“大谩骂家”“骂人病”“真正不识字”“将鸡毛当令箭”“绝顶荒唐”“不堪心理”“信口开河”“最低级”“小军阀”“势力主义”“臭骂”……
003.我要继续给人看看病.txt	199	“这些不清洁的字样”，就是劝人“切不可谩骂”的胡先生的“手枪走火”。如果这不辱“学术”二字，如果这就是“中外君子标准的词令”，那我李敖一定也可以装做学者和君子了！（最妙的，胡先生说我写“病菌”两个字是“谩骂”，而他却用“毒菌”两个字，我不知道这是什么“君子标准”？）
003.我要继续给人看看病.txt	201	现在一般浅人看文章，冥冥中总拿个什么“学术水准”与“君子辞令”来量，一发现文章中有点不合他的“学术水准”与“君子辞令”的语汇，他便立刻缩回他那满是“价值染色名词”（value－tinged terms）的壳里，再也不能认真去了解那篇文章的意义了！这种“因词拒意”的自我防卫作用，除了护短以外，还会有什么好的收获？
003.我要继续给人看看病.txt	203	有些所谓“学者”与“君子”，他们看准了这些浅人的口味，所以写起文章来，必不“轻薄”、必不“讽刺”、必“严正”必“学术化”、必“君子风度”……文章印出来，满纸“忧国忧民”“义正词严”，于是顽夫廉焉，懦夫有立志焉，浅人乃谓之“学者”“君子”焉！
003.我要继续给人看看病.txt	205	其实这种文章，只是披着“学术”的外套，里面的芜杂与老调很少纯知识和新知识可言；至于用字之委琐，遣词之窝囊，施之于高等考试则可，施之于扫荡伪君子则万万不能！但在咱们“泛道德主义”的社会里，浅人们却说这种文章是“学术讨论”！
003.我要继续给人看看病.txt	207	我从来不敢说我的文章是“学术性”的，我也从来不敢说我讲的是“中外君子标准的词令”。我写文章目的之一是想告诉人们：那些有赫赫之名的“学术与政治之间”的人物，和他们那些一洋洋就数万言的大文章，似乎也非学术性和君子级。他们只是使一些浅人们以为他们那样的“文字”才是“学术”、他们那样的“辞令”才是“君子”。从而尸居大专教席，把持君子标准，装模做样的教训年轻人，这种伪善我看得太多了，也实在看不惯了。因此我要写些文章去撕破他们的丑脸，告诉他们李敖固似非“学者”“君子”，阁下亦不类“君子”“学者”，还是请下台来，给学术宝座、君子神龛留块净土吧！
003.我要继续给人看看病.txt	209	现在，在胡先生“教训”我的大文章里，我不但看到了大量的“不清洁的字样”，以及充满了老气横秋的“学术水准”。根据这水准，他在自吹自擂方面，用了“我敢说”一词两次，“颇自信”两次，“我自信”七次，以及倚老卖老的口吻（如“我素来知道”“我不费力的”“最精采的”）四十三次；在教训青年方面，胡先生用了“年轻”一词两次，“年青”（别字！）四次，“青年”四十六次。
003.我要继续给人看看病.txt	227	3.〔矛〕“辩论的规则”“不妨引梁启超先生”“所谓‘战时国际公法’”，“我一定照以上的规矩参加辩论。”
003.我要继续给人看看病.txt	229	〔盾〕“我愿意建议对梁启超先生所说第二条稍作保留。”
003.我要继续给人看看病.txt	235	5.〔矛〕“超越前进之意首先于孔子。”
003.我要继续给人看看病.txt	239	6.〔矛〕“传统犹成名词。”
003.我要继续给人看看病.txt	241	〔盾〕“这不是名词问题。”
003.我要继续给人看看病.txt	267	13.〔矛〕“西化根本不词。”
003.我要继续给人看看病.txt	279	16.〔矛〕“根本不承认‘西方文化’这一名词可以成立。”
003.我要继续给人看看病.txt	357	〔盾〕“不断的将我想出来的东西”“写下来”，“对也罢，不对也罢。”“这就是我的所谓文章和书了。”
003.我要继续给人看看病.txt	367	以上三十七条特大号、大号的和小号的矛盾，都是胡先生一人在一篇文章中闹出来的笑话。这种人还要写诗自豪“睥睨挥群敌”，还要写文章教人“使概念清楚，思考罗（逻！）辑”，他真好意思！我只是顺手把他文章中卷在迷魂阵里的矛先生和盾先生碰碰面，它们自己会相打的，不必我打它们了！
003.我要继续给人看看病.txt	375	试看他的话。他先承认超越派有悠久的传统，“始终未尝中断”。只是因为“晦而不彰”了，所以他“才重新提出”。在超越的传统里面，他拉出了许多大“圣贤”，诸如孔子、孟子、荀子、王阳明等人，再把他们的话“抓入文中，表示阔气”。他也不看看那些话是否会跑会跳，就一律编做超越前进箴言录！其实“见贤思齐”“有为若是”“青出于蓝”“仆而复兴”等话何尝有超越前进的味道？这些话若搬到西化派口里，照样可以建构成道统，并且在意义上更接近，只是西化派不屑于劳动祖宗罢了！
003.我要继续给人看看病.txt	383	我要澄清的是，我从没“自动提供”过什么“西化青年的代表标本”，我不能说这位民意代表（立委）在造谣，我只好说他“看青年的面子”而封我为“代表”；至于“标本”，我不敢当，我还没死，更不愿被老一辈放在玻璃匣中！
003.我要继续给人看看病.txt	385	胡先生说他“细读”我的文章，可是我看他写出“‘代表取例’法？”和“‘代表选取法’（？）”来骂我“滥用英文名词”的时候，我真对胡先生的“认真”感到疑惑了！因为我从没用过“‘代表取例’法？”，也没用过“‘代表选取法’（？）”，我用的乃是代表取样法（representative sampling），而胡先生却乱改写我的原文，转而大骂：
003.我要继续给人看看病.txt	401	看过了，再回头看看他骂李敖“之牵附会，乃至张冠李戴”的话，他就知道“这位年青（轻！）人”并非“西洋名词不理解”了。
003.我要继续给人看看病.txt	405	胡先生说“老先生吴稚晖，青年李敖都主张全盘西化，而走到《何典》文体”。我要告诉胡先生，瞎猜“李敖之文可能是看见这部书而得灵感”，他错了。我不看“三流以下的著作”，当然他推荐的《嫖经》我也不看。他对《何典》、《嫖经》这两部书的兴趣好像特别大，在他那本《言论自由在中国历史上》（1958年《民主潮》社版）说过了，现在又挪到《文星》上来说，好像一下笔不把《嫖经》拐进来就不过瘾，这大概就是他的“灵感”的来源吧？
003.我要继续给人看看病.txt	407	③胡先生说他对我的文章“做最善意的解释”，并且“绝不愿，亦不忍，以什么过分的现成名词加之，因为这很容易，而也是同样浅薄的”。但他做到了吗？没有！不但没有，他还送了我一顶“梅毒主义”的大帽子，和一个“苏茜黄世界”的“天堂”，我真不知道他从何说起！他用的字句是：
003.我要继续给人看看病.txt	415	④胡先生举出我用的feel一字来证明“那些英文多无必要”。这种武断，不但犯了举一概全的逻辑谬误，并且不了解feel一字的引申用法。在较新的字典The American College Dictionary中，feel一字有十八个精炼的意义，咱们中文的词汇很难妥贴的迻译。我所以写出feel，就是感于我译的“体感”二字还不足以表达我的feel。胡先生没弄明白，就先论断了，未免太粗心！我请胡先生参看特纳尔（Frederick J. Turner）的（The Frontier in American History）（《美国史中的边境》1920 1st. ed. 1940），在第345页中看看人家对这个字的运用，其缜密的程度岂是我们中文词汇所能表达的？岂是胡先生认为“无必要”的？我觉得胡先生自己用的The Fallacy of partisanship、essential、priority等字才是真正的冗词才是“无必要”的。
003.我要继续给人看看病.txt	421	这真是学究的板眼了！Ego-centri Predicamen所表示的问题，在近代哲学上，溯源于笛卡尔（R. Descartes）所提出的The Cogito Argument在Meditation Ⅱ里头，笛卡尔建立“自我”的存在。他企图在任何思维活动中来确立“自我”的存在；即令怀疑的思维活动也包含在内。在这一论证中，涵蕴一个知识论的问题。这个问题，在现代哲学里，为美国新实在论领导人物之一的柏瑞（R. B. Perry）所导出。胡先生缠了半天，其实与我对于E. P. 的用法（usage）不相干。他主张译为“难局”，旨在炫耀他对这词儿的一知半解，与我的用法更不相干。这都可从我用“以自我中心论断”的上下文（context）上看出的。一个名词意义是什么，或多或少受到它出现的上下文的决定。没有任何一个名词在独立于任何上下文的情况下，可有任何意义。这是现代语意学的常识。
003.我要继续给人看看病.txt	423	固然许许多多的名词有它们的历史根源可寻，但是没有任何人有理由非把任何语言记号束缚在其历史的线索上不可。旧词沿用旧义并非不可，但是若因沿用旧词旧义而妨碍到新观念的承载，我们大有自由旧瓶装新酒。这种实例，在现代文学文献中，真是举不胜举。碰到这种情形，如果少见多怪的人，拿起旧酒瓶一闻，发现有异味，转而骂人装错了酒，该多可笑！他实在该骂他的鼻子！我在原文中用“以自我为中心论断”，只不过是说，传统派自以为中国文化乃世界最优美的，并且执著自己的一套价值判断来衡量异己——尤其是卫道之士在潜意识中大感威胁的西方文化。我称这是“以自我为中心论断”，有何不可？当然对一些患鼻炎的人说来，我只好任他们在旧义中去打滚了！
003.我要继续给人看看病.txt	425	同样的理由，当我看到胡先生指摘我用“大言炎炎”一词批评他时，我真怀疑这种抱着成玄英之流的注疏的“学人”，是否能读得懂《齐物论》？他甚至连章太炎的新注都不知道，更别提用旧词来承载新观念了！
003.我要继续给人看看病.txt	427	⑥关于Egoism，我译为“唯我论”，胡先生译为“利己论”。这纯粹是翻译的问题。到目前为止，这类名词还没有能够像数学物理等类科学名词一样的，由专家来一个名词厘定大会，将公定的结果，颁布一体通用。我和胡先生这两种译法，按说都是可通的，甚至可说各有短长。既然这样，胡先生凭什么强迫别人一定非用他的译法不可？何况他说他自己“亦不免”“译错了”。他在说这话后不一会，就“译错了”一个名词给我们看：他把Burlesque译为“不勒斯克”，过了十五行，又忘了这译法了，又译为“布列斯克”。这就是骂我“滥用”的胡先生的作风！其实他这两次音译都不对，此字的发音当是（be：'lesk），胡先生所“滥用”的译名实在不敢恭维。这种滥译，在他的长文中到处流窜，其不准确则一。不客气的说，胡先生在“音译法”（transliteration）上的表现实在太差劲，连“传统派”还不如，只好说是“士担”“仙士”“飞林”的“广东派”！
