file	line	text
003.反对党·党反对.txt	113	所谓一念之转，是根本修正党的定义与意义，不再局促在一般解释和学究解释上，而把定义与意义自由化。我们何不想想：政党的定义，本来就不限一家，只因为我们被一党独大和宣传搅久了，总以为政党的造型就该是那副德行，就该有巍巍的中央党部，就该有堂皇的主义，就该有严密的党证、宣誓、组织，就该有确定的人数，就该有威风的党纪，就该有几全会、常会或什么什么会，其实着都是没必要的，都是极权政党的特色，在真正的民主国家里，政党其实不是这副德行的，真正民主国家的政党是松散的，他们不重视空洞的主义，他们没有确定的人数，他们没有列管的记录，他们没有约束的党纪，他们没有霸占的党营事业，他们也没有慷国库之慨的党费开支。这种政党是自由结合的：竞选前来也欢迎，去也随便；竞选时成故欣然，失亦可喜。他们没有庞大的党工人员，他们有的是共同理想与政见的结合，就凭这种人同此心心同此理，他们就顺利滑进政党的运作，这种境界，才是第一流的政治境界，值得我们拨开一党独大的乌烟瘴气，仔细看他们一看。
003.反对党·党反对.txt	115	国民党大员郑心雄接任高雄市党部主委后，有一句大言壮语，他说：“党外和党内只有一个分别：有没有入党而已。”我听了他的话，忍不住要顺手牵羊一下，我忍不住要说：“党外和国民党只有一个分别：有没有不入党或脱党而已。”为什么不是这样呢？国民党在二十年前党员人数五十万，二十年后的今日党员人数两百万，不管是五十万也好，两百万也罢，比起广大的党外来，总也是少数，今天台湾人一千八百万，扣掉两百万国民党，剩下一千六百万党外，岂不是最“沛然莫之能御”的？这一千六百万人在国民党化外以后，自成一个大“党”，这不是最人同此心心同此理的杰作吗？
004.牛刀不杀鸡，杀什么？.txt	3	1980年冬天，为了“中华民国外交部”不让我出境，我写信责备“外交部长”朱抚松，说：“你们不能安外，却如此攘内，真太莫名其妙了！”
004.牛刀不杀鸡，杀什么？.txt	7	中国北方有一句土话，叫“家里光棍”，意思是说，一个人只敢也只能在家里神气，一出门就吃瘪，这种人除了关着门欺负自己人，一出门就无所施其技；英文谚语中有“在家如狮，出门如鼠”的话，也是同样的意思。
004.牛刀不杀鸡，杀什么？.txt	11	国民党当道以后，花样翻新，“内斗内行，外斗外行”。内斗方面，党外无党，党内有派，一个个自己人一一斗倒；外斗方面，自《何梅协定》以至《中苏条约》，丧权辱国，颟顸偾事，一行行卖身契一一签定，同样是两副嘴脸，更教人不敢领教。
004.牛刀不杀鸡，杀什么？.txt	13	国民党逃到台湾后，宣称痛改前非。国民党大将刘健群写文章明说：“来台之后，无论官大官小，都是待罪之身，都或多或少要负起相当错误的责任。”于是，国民党以“待罪之身”，继续对中国“情不可却”。
004.牛刀不杀鸡，杀什么？.txt	15	“情不可却”是国民党大将陈果夫的话，意思是说中国非国民党来不可，不然中国就完蛋了，国民党不能坐视中国完蛋，所以“情不可却”，非救中国不可。国民党另一大将戴传贤说：“周朝的天下是八百年，国民党至少要掌握政权一千年！”由此可见，我们必须有心理准备，准备国民党要把中国“情不可却”一千年，我们绝不可用人间政治的常理，来高估我们，来低估国民党。
004.牛刀不杀鸡，杀什么？.txt	17	所谓人间政治的常理，就是政治责任与下台的行规。古今中外，当政者谋国，成功则引吭高歌，失败则引咎辞职，自苏伊士运河事件的英国首相，到福克兰群岛（马尔维纳斯群岛）事件的阿根廷执政团首领，不论贤或不肖，无一例外。但是，这种政治责任与下台的行规，对国民党是完全不适用的，所以，国民党是人类有史以来，一个丢得领土最大最多，却干得最久最负责任的长寿政党，别人丢了大陆，早就给赶下台了或自己下台了，可是国民党却会“将功折罪”、却会“舍我其谁”、却会“这次不算，再来一次”、却会“将革命事业从头做起”！
004.牛刀不杀鸡，杀什么？.txt	25	可惜的是，什么时候反攻，我们还不知道，我们知道的是：我们等了三十三年了，而“国防部长”在“立法院”还在说：“什么时候我不知道，知道了也不告诉你们！”这样看来，我们还是得少安毋躁！
005.国民党的度量问题.txt	11	“北洋军阀”不止在教育上、大学上对国民党有度量，在其他方面，也是如此。国民党明明知道，在法统上，北洋政府是中央政府，是为世界各国所承认的政府，但却在南方自己成立了另一个边区政府，整天骂中央；但是“北洋军阀”呢？却从来没有骂过国民党是“叛乱团体”，也没认真讨伐过这个“叛乱团体”，也没搞出过什么《惩治叛乱条例》来法办任何国民党，也没禁止国民党在中央政府所在地出入境，也没禁止国民党在中央政府所在地办报、办杂志，也没军法大审或司法小审过任何国民党……这种“张大帅”，不是也太不小气了吗？后来的国民党宣传家，整天那样小气的丑化“北洋军阀”，这不太不公道了吗？
005.国民党的度量问题.txt	19	国民党定都南京后，宣布“厉行以党治国以党治军”，宣布“党外无党”了。国民党在1923年1月1日《中国国民党宣言》中，虽然公然保障过“确定人民有集会结社……之绝对自由权”，但是，当它取得了政权，它可没这样痛快，它要先实行“训政”再说。
005.国民党的度量问题.txt	21	“训政”是清朝西太后用的名词，国民党用这种字眼，真是好有一比。国民党在1928年10月3日通过了《国民政府组织法》，同时通过了六条“训政纲领”，以为这个组织法的依据。陈茹玄在《增订中国宪法史》里，曾说这个《国民政府组织法》下“国民政府之组织，非合议制，实大近独裁制”，是“合议其形式而独裁其精神”的。陈茹玄是国民党大员，他这种说法，悍然表示了国民党是独裁的。既然独裁，一切就没道理好说。在“党外无党”的独裁下，自然什么度量就都谈不上了。制度上如此，再配上人事上的度量狭小者——如胡汉民、吴敬恒（稚晖）等等——当道，自然所有无度量的事，也就层出不穷了。
005.国民党的度量问题.txt	23	以对青年党的党魁曾琦为例。国民党于1927年8月30日将他逮捕，幸亏他认识王宠惠，经王宠惠力保，才得脱身，避往日本。1931年九一八事变后，曾琦发表《一致对外与一党专政》，公开指出“在一党专政之下，唯国民党始有公开活动之权，其他政党之分子则等于褫夺公权之罪犯”，其实褫夺公权还算是客气的呢，照国民党特务头子之一陈立夫后来告诉李璜的话，许许多多青年党员根本就给丢到黄浦江里头了！国民党的度量，由此可见！
005.国民党的度量问题.txt	25	以对民社党的党魁张君劢为例。张君劢在上海自己有一所大学，叫“国立政治大学”，1927年国民党进入上海后，把他的大学没收，并在日后办了国民党自己的“国立政治大学”。张君劢在1928年办《新路杂志》，每期印三千份，用特种邮寄方法（夹在其他书报中，分散处理），寄出租界。国民党为了给他颜色看，由上海警备司令部司令杨虎派人化装成强盗，在1929年端午节前几天，把张君劢绑票，关在司令部附近小屋中。二十天后，予以修理后释放，从此腿部成伤，终生不良于行。
005.国民党的度量问题.txt	27	以对无党派的自由分子胡适为例。1929年，胡适在《新月》杂志发表文章讨论人权、党义，国民党的无度量发作，一方面查扣《新月》杂志，一方面逮捕卖《新月》书刊的小百姓。胡适写信向胡汉民抗议，胡汉民很无礼的叫自己秘书“谕”胡适去一谈。1929年10月4日，国民党教育部长蒋梦麟写“训令”给中国公学校长胡适，说：“胡适年来言论确有不合……误解本党党义及总理学说，并溢出讨论范围，放言空论……自不能不加以纠正，以昭警戒。”于是，胡适给赶到北方去。几年以后，还感受到“少壮派军人”的威胁。
005.国民党的度量问题.txt	37	孙文在度量上更“示天下以广”的，是他对“北洋军阀”徐树铮收回外蒙古的赞美。他去电给徐树铮，说：“吾国久无班超傅介子其人，执事于旬日间建此奇功，以方古人，未知孰愈？自前清季世，四裔携贰，几于日蹙国百里。外蒙纠纷，亦既七年，一旦复归，重见五族共和之盛。此宜举国欢欣鼓舞者也。”徐树铮因为不是国民党，国民党中度量狭窄的人，就感到这个贺电太肯定别人了，不高兴。据《国父年谱》：“中山先生这个贺电，还引起了党人（凌钺）的抗议。中山先生批复：‘徐收回蒙古，功实过傅介子、陈汤，公论自不可没！’”孙文这种“公论自不可没”的度量，表示出真正爱国者的与国同休戚，真正爱党者的与党外人士为善，这种公道与胸襟，今天小家子气的国民党，显然没有了！
005.国民党的度量问题.txt	39	国民党度量变小，除了不守他们总理的遗教外，另一个原因，是国民党中有度量的人的凋谢。以谭延闿为例，谭延闿是清朝进士，授翰林院编修，在满清的吏治传统里，濡染过大臣的度量，后来他加入国民党，做了国民政府主席、做了“行政院”院长，他的雍容豁达，就远非党棍级的职业革命家所能赶上。胡汉民写诗夸谭延闿，说“太傅冲和未易师”，事实正是如此。1929年2月14日谭延闿五十生日，湖南人张冥飞写了一篇寿序骂他，说：
005.国民党的度量问题.txt	57	全文登在报上，谭延闿看到后，连说：“人才！人才！”当天下请帖请张冥飞晚饭，由国民党各巨公作陪。入座前奉张冥飞为上宾，公开说：“阁下你是我的好朋友，当今之人，没有人不恭维我的，而阁下敢骂我，实在难得。……湖南有阁下这样的人才，延闿不知，深为抱歉。”饭后请张冥飞为行政院参议。谭延闿死后，张冥飞伏棺大哭，怀念这位国民党的伟大。
005.国民党的度量问题.txt	61	当国民党总理去世以后，当国民党“前辈风范”凋零以后，当国民党向布尔什维克学样、“以俄为师”以后，当国民党开国气象的人物远去、复国格局的人物涌来以后，国民党的度量问题，也就与日俱深。这种危机与退步，国民党的有识之士，不是没有觉察到。1938年5月，陈果夫在中央政治学校讲演《中国国民党的精神》，共举出“本党的精神”七端，其中第三就是“本党有重公无私宽容恢宏的精神”，他说：
005.国民党的度量问题.txt	65	在讲演最后，陈果夫又说：“本党应付时局，一方面以中心主张为重心，一方面随时局的需要，以公开宽宏的气度，容纳各方。”
005.国民党的度量问题.txt	69	国民党总裁发表《四中全会之成就与本党今后应有之努力》一文里，曾有这样的宣布：
005.国民党的度量问题.txt	71	总之，今天我们从事群众运动，必须避免一切高高在上、颐指气使的作风，而应该虚怀若谷，克己下人。古人说：“唾面自干”，今天我们要在群众中重建本党的信誉，就必须有这种忍辱含垢的耐力；反动派打我们，我们不还手；骂我们，我们不还口，对于一切外来的横逆，唯有反求诸己，始终以宽大的精神笃实的行动，来贯彻我们一贯的目的，如此久而久之，任何人都要被我们感化，就是敌人也可以变成我们的朋友。希望一般领导群众运动的干部，切实力行。
005.国民党的度量问题.txt	77	但是，事实上，我们实在看不到国民党“始终以宽大的精神”“感化”了几个敌人变成了它的朋友，国民党“雅量”上、“宽宏”上、“有容”上、“胸襟”上的用心，也被它的唯我独尊、它的傲慢自大、它的自私、它的蛮横，表现得有心无力。国民党没有度量开放政权、没有度量开放门户、没有度量开放党禁、没有度量开放报禁、没有度量开放这个、没有度量开放那个，最后连个“中央开放医院”的名称都不开放，而要强迫改名“中山纪念医院”！国民党的度量，已经沦落至此，小家子气的程度，和它中常委主持的《中央日报》连个广告都不“容纳外人”的作风，如出一辙，而诸如此类的大小作风，在这岛上，我们领教了也不知多少，几乎每过一阵子，我们就要领教一次。
005.国民党的度量问题.txt	79	以最近一次为例。为了避免刑求、保障人权，侦查中被告或涉嫌人得选任辩护人的立法，终于在王迎先惨死的情势下，由国民党通过，《中央日报》以头版头条，大肆宣传说：
005.国民党的度量问题.txt	85	也许有人说，如今国民党总算“察纳舆情”了，过去的小家子气，还提它干吗！可是，当你仔细研究一下所谓“察纳舆情”的内容，研究一下修正刑诉法的细目，你就不难发现，所谓修正，不过是粉拳绣腿的虚晃一招而已，最后真正的“中国功夫”，乃是“赋予司法警察‘紧急逮捕权’，并将现行‘约谈’制度合法化”！看吧，真正的国民党的拳脚功夫，竟是在此！修正、修正、修正、修正，愈修正花样愈多，愈修正愈是进两步退三步的骗局！国民党度量开放，最新拷贝竟翻云覆雨到这步田地，我们除了又领教一次老套外，又能领教什么呢？
006.压迫自由分子的一个例.txt	3	我在《国民党的度量问题》里，谈到国民党压迫自由分子胡适的历史，我说：
006.压迫自由分子的一个例.txt	5	以对无党无派的自由分子胡适为例。1929年，胡适在《新月》杂志发表文章讨论人权、党义，国民党的无度量发作，一方面查扣《新月》杂志，一方面逮捕卖《新月》书刊的小百姓。胡适写信向胡汉民抗议，胡汉民很无礼的叫自己秘书“谕”胡适去一谈。1929年10月4日，国民党教育部长蒋梦麟写“训令”给中国公学校长胡适。说：“胡适年来言论确有不合……误解本党党义及总理学说，并溢出讨论范围，放言空论。……自不能不加以纠正，以昭警戒。”于是，胡适给赶到北方去。几年以后，还感受到“少壮派军人”的威胁。
006.压迫自由分子的一个例.txt	9	关于胡适在《新月》杂志发表文章讨论人权、党义的事，梁实秋在《忆新月》里回忆如下：
006.压迫自由分子的一个例.txt	11	《新月》杂志在文化思想以及争取民主自由方面也出了一点力。最初是胡适之先生写了一篇《知难行亦不易》、一篇《新文化运动与国民党》。这两篇文章，我们现在看来，大致是平实的，至少在态度方面是“善意的批评”，在文字方面也是温和的，可是那时候有一股凌厉的政风，不知什么人撰了“党外无党，党内无派”的口号，只许信仰，不许批评。胡先生说：“上帝都可以批评，为什么不可以批评一个人？”所以虽然他的许多朋友如丁彀音熊克武但懋辛都力劝他不可发表这些文章，并且进一步要当时做编辑的我来临时把稿径行抽出，胡先生还是坚决要发表。发表之后果然有了反响。我们感到切肤之痛的是《新月》被邮局扣留不得外寄，这一措施延到相当长久的时候才撤销。胡先生写信给胡展堂先生抗议，所得的回答是：“奉胡委员谕：拟请台端于〇月〇日来京到……一谈。特此奉陈，即希查照，此致胡适之先生。胡委员秘书处谨启。”这一封信，我们都看到了，都觉得这封信气派很大，相当吓人。胡先生没有去，可是此后也没有再继续发表这一类的文字，这两篇文章也不见于现行远东版《胡适文存》中。我写了一篇《论思想统一》也是主张思想自由的。这时节罗隆基自海外归来，一连串写了好几篇论人权的文章，鼓吹自由思想与个人主义，使得《新月》有了更浓厚的政治色彩，引起了更大的风波。先是以胡适先生为校长的中国公学，平静的校园里起了涟漪，由本校学生组成的党的区分部行文给本校校长，指责他应在礼堂里悬挂总理遗像，应在纪念周宣读总理遗嘱。后来中央通令全国大专学校设党义研究室，大学教职员必须研究党义。各大学都遵命成立党义研究室，里面陈列着应该陈列的书刊，有多少人进去研究虽不可考，我们几个人确是受益不少，利用这难得的机会，更进一步研读了一些不应该不读的书刊。胡先生对于人权的观念是很简单的，他的出发点只是法治精神与人道主义，并没有任何党派主张或政治意味。我记得最初触起他的有关人权问题的注意者，乃是报载华北唐山某一老百姓被地方官吏殴辱的故事，他认为这不是偶发事件，这是全国到处皆然的，他认为这种“一朝权在手，便把令来行”的态度是要不得的。我又记得，胡先生编了一本《宋人话本八种》由亚东出版，里面有一篇《海陵王无道荒淫》，巡捕房认为有伤风化，径予没收，胡先生很不谓然，特去请教在英国学过法律的郑天锡先生，知道“没收”是附带处分，如果被告没有罪刑，便不应该发生附带处分的可能，可见胡先生是非常注意法律程序的。
006.压迫自由分子的一个例.txt	13	有关人权问题的文字一共有十几篇，后来印成了一个小册子，名为《人权论集》，由新月书店出版，现已绝版。
006.压迫自由分子的一个例.txt	19	《建设》月刊，已经在二卷第五号登载了季〔陶〕（戴传贤）先生底文章，并且附登我和执信兄底批评，早已出版，不晓得先生何以还未收到？《建设》还要把二卷六号出版，做足一年底工夫，以后能否继续，却说不定。难得先生向我们一番的同情，真是感谢。我们对于社会的贡献，文字的努力，断不敢因这定期出版品停止，就拋弃不顾。先生有心指导我们种种底话，也切不可因此就不和我们说，这是我们最盼望的事。季陶兄把家眷一起搬回湖州，所借住的房子，是一座旧花园，门前有山有水，风景很好，我也跑来玩玩，早晚看书，很愉快，不过觉得太舒服了一点，从这个享乐里倒很不安心。
006.压迫自由分子的一个例.txt	29	我前几日和雪艇（王世杰）鲠生（周鲠生）几个人谈，他们问我现在做什么，我说：我担任的是宣传，现在还是治标之标，快要到治标之本了，却离治本两字相差尚远。话虽如此，就是治标之本，也很费研究的。一个人太忙，就变了只有临时的冲动。比方当着整万人的演说场，除却不断不续的喊出许多口号之外，想讲几句有条理较为仔细的话，恐怕也没有人要听吧？然而是否尽着这样喊口号下去便尽了我们的责任呢？最近在宣传部发刊《中央半月刊》，似乎近于治标之本，很望先生们帮帮做些治本的文字，更其讨论到怎样治本的方法。这种事断然不仅是个人或局部的关系。因此那天胡大刚跑来，他自称是先生的兄弟，要到上海会先生，我不觉就说出盼望先生来南京的话，这一回他却不是扯谎，不过他何以要如此冒充，种种招谣？我前此却不晓得，他杂乱无章的办了一个《三民导报》，宣传部将它停了版。他因为还用报馆访事的名字，所以此时来见，也不好过于拒绝，却原来是这样一种人。我告诉蔡孑民先生说：近来的青年都被CP（共产党）弄到只有占有冲动而没有创造冲动，是现在最大的危机，蔡先生也很以为然。同时CP却说“打倒知识阶级”，像胡大刚一样的人自然要出风头了！
006.压迫自由分子的一个例.txt	41	在11月22日的上海《民国日报》上，我见着先生在立法院纪念周的讲演，题目是《谈所谓言论自由》，其中有一段说：
006.压迫自由分子的一个例.txt	43	最近见到中国有一位切求自由的所谓哲学博士在伦敦《泰晤士报》上发表一篇长长的论文，认为废除不平等条约不是中国急切的要求。……在他个人无论是想借此取得帝国主义者的赞助和荣宠，或发挥他“遇见溥仪称皇上”的自由，然而影响所及，究竟又如何呢？此其居心之险恶、行为之卑劣，真可以“不与共中国”了。
006.压迫自由分子的一个例.txt	45	这一段文字很像是暗指着我说的，我知道先生自己不会看《泰晤士报》，必定有人对先生这样说。我盼望先生请这个人指出我在哪一天的伦敦《泰晤士报》上发表过何种长长的文章或短短的文章，其中有这样一句“居心险恶、行为卑劣”的话，倘蒙这个人把原来的报纸剪下寄给我看看，我格外感谢。
006.压迫自由分子的一个例.txt	55	11月25日手书已呈胡先生阅过，胡先生事务过冗，未暇奉答。唯以愚等所知，则胡先生熟谙英文之友人曾言，我国要求撤废领事裁判权之照会到达英国后不久，伦敦《泰晤士报》即发表社论说，称述中国某哲学博士之言论，备言中国司法与政治种种不善……以反证中国政府要求撤销领事裁判权之无当云。胡先生以某哲学博士所言竟为帝国主义者维护其在华特权之借口，此与国家民族之利益冲突实甚，或亦晚近极端言言论自由者之过，故于谈所谓言论自由之一稿中纵论及之，而始终不欲举着论者之姓名，殆亦朱子“必求其人以实之，则凿矣”之意欤？
006.压迫自由分子的一个例.txt	67	11月25日曾寄一书，请先生指出我在何月何日的伦敦《泰晤士报》上发表一篇文字，其中有“废除不平等条约不是中国急切的要求”的一句话。
006.压迫自由分子的一个例.txt	79	谢谢你的信。《国闻周报》合订本已收到了。我有件小事，要请教于你。在你的《新都印象记（二）》中有见胡展堂的谈话，其中他说：“近有人对取消不平等条约，在外报上表示怀疑，此直越乎言论自由之范围，殊为不当。本人近有一文，论《所谓言论自由》，即为此而发。”
