file	line	quoteText	markers	political	previous	context	next
001.“白色恐怖”的一些特色.txt	43	非其罪也		political-context		孔夫子说公冶长，说：“虽在缧绁之中，非其罪也！”“非其罪也”就是人虽坐牢，但却是冤枉的、罪名是假的。台湾的假共产党就是如此。他们或坐穿牢底、或横尸法场，与瞿秋白的被杀比起来，全部大异其趣了。若是瞿秋白这种真共产党被抓到，不论坐穿牢底还是横尸法场，其生也悲壮、其死也雄奇，生死线上，都得其正；但假共产党则反是，其生也冤哉，其死也枉也，窝窝囊囊，误了青春或送了性命，这样子的现代公冶长，岂不太荒谬了吗？	
001.“白色恐怖”的一些特色.txt	45	白色恐怖		political-context		事实上，这一荒谬，自1949年起在台湾，早已是正常的现象，国民党丢掉大陆后，在台湾大搞“白色恐怖”，“杀人如草不闻声”起来，非但得心应手，更得天时地利之便。到今天为止，经查出的政治案件，一共有两万九千四百零七件之多，事实上远不止此。恐怖中最恐怖的是假案比例太高。照大国特范子文的嗅觉，一“闻”之下，真的共产党所占百分比自然不成比例。造成这一荒谬的原因，除了国民党“宁枉毋纵”的高标准外，更要命的是在这一高标准下所硬性要求的“缴匪谍”业绩。	
001.“白色恐怖”的一些特色.txt	45	杀人如草不闻声		political-context		事实上，这一荒谬，自1949年起在台湾，早已是正常的现象，国民党丢掉大陆后，在台湾大搞“白色恐怖”，“杀人如草不闻声”起来，非但得心应手，更得天时地利之便。到今天为止，经查出的政治案件，一共有两万九千四百零七件之多，事实上远不止此。恐怖中最恐怖的是假案比例太高。照大国特范子文的嗅觉，一“闻”之下，真的共产党所占百分比自然不成比例。造成这一荒谬的原因，除了国民党“宁枉毋纵”的高标准外，更要命的是在这一高标准下所硬性要求的“缴匪谍”业绩。	
001.“白色恐怖”的一些特色.txt	45	闻		political-context		事实上，这一荒谬，自1949年起在台湾，早已是正常的现象，国民党丢掉大陆后，在台湾大搞“白色恐怖”，“杀人如草不闻声”起来，非但得心应手，更得天时地利之便。到今天为止，经查出的政治案件，一共有两万九千四百零七件之多，事实上远不止此。恐怖中最恐怖的是假案比例太高。照大国特范子文的嗅觉，一“闻”之下，真的共产党所占百分比自然不成比例。造成这一荒谬的原因，除了国民党“宁枉毋纵”的高标准外，更要命的是在这一高标准下所硬性要求的“缴匪谍”业绩。	
001.“白色恐怖”的一些特色.txt	45	宁枉毋纵		political-context		事实上，这一荒谬，自1949年起在台湾，早已是正常的现象，国民党丢掉大陆后，在台湾大搞“白色恐怖”，“杀人如草不闻声”起来，非但得心应手，更得天时地利之便。到今天为止，经查出的政治案件，一共有两万九千四百零七件之多，事实上远不止此。恐怖中最恐怖的是假案比例太高。照大国特范子文的嗅觉，一“闻”之下，真的共产党所占百分比自然不成比例。造成这一荒谬的原因，除了国民党“宁枉毋纵”的高标准外，更要命的是在这一高标准下所硬性要求的“缴匪谍”业绩。	
001.“白色恐怖”的一些特色.txt	45	缴匪谍		political-context		事实上，这一荒谬，自1949年起在台湾，早已是正常的现象，国民党丢掉大陆后，在台湾大搞“白色恐怖”，“杀人如草不闻声”起来，非但得心应手，更得天时地利之便。到今天为止，经查出的政治案件，一共有两万九千四百零七件之多，事实上远不止此。恐怖中最恐怖的是假案比例太高。照大国特范子文的嗅觉，一“闻”之下，真的共产党所占百分比自然不成比例。造成这一荒谬的原因，除了国民党“宁枉毋纵”的高标准外，更要命的是在这一高标准下所硬性要求的“缴匪谍”业绩。	
001.“白色恐怖”的一些特色.txt	47	缴匪谍		political-context		所谓“缴匪谍”，是硬定出每年破案的百分比，硬定出每年要缴出匪谍的数目。其形式，一如大陆文革时期毛泽东所订出的缴出“坏分子”百分比，有百分比高悬之下，自然就不愁人头高挂其上。这样一来，办案人员也就“不得不”大施制造、大量株连。另一方面，由于有破案奖金可领，办案人员也就从“不得不”心态转为积极的“乐于”从宽制造、从宽株连，闻过则喜起来，只是所谓过，乃他人之过耳。	
001.“白色恐怖”的一些特色.txt	47	坏分子		political-context		所谓“缴匪谍”，是硬定出每年破案的百分比，硬定出每年要缴出匪谍的数目。其形式，一如大陆文革时期毛泽东所订出的缴出“坏分子”百分比，有百分比高悬之下，自然就不愁人头高挂其上。这样一来，办案人员也就“不得不”大施制造、大量株连。另一方面，由于有破案奖金可领，办案人员也就从“不得不”心态转为积极的“乐于”从宽制造、从宽株连，闻过则喜起来，只是所谓过，乃他人之过耳。	
001.“白色恐怖”的一些特色.txt	47	不得不		political-context		所谓“缴匪谍”，是硬定出每年破案的百分比，硬定出每年要缴出匪谍的数目。其形式，一如大陆文革时期毛泽东所订出的缴出“坏分子”百分比，有百分比高悬之下，自然就不愁人头高挂其上。这样一来，办案人员也就“不得不”大施制造、大量株连。另一方面，由于有破案奖金可领，办案人员也就从“不得不”心态转为积极的“乐于”从宽制造、从宽株连，闻过则喜起来，只是所谓过，乃他人之过耳。	
001.“白色恐怖”的一些特色.txt	47	不得不		political-context		所谓“缴匪谍”，是硬定出每年破案的百分比，硬定出每年要缴出匪谍的数目。其形式，一如大陆文革时期毛泽东所订出的缴出“坏分子”百分比，有百分比高悬之下，自然就不愁人头高挂其上。这样一来，办案人员也就“不得不”大施制造、大量株连。另一方面，由于有破案奖金可领，办案人员也就从“不得不”心态转为积极的“乐于”从宽制造、从宽株连，闻过则喜起来，只是所谓过，乃他人之过耳。	
001.“白色恐怖”的一些特色.txt	47	乐于		political-context		所谓“缴匪谍”，是硬定出每年破案的百分比，硬定出每年要缴出匪谍的数目。其形式，一如大陆文革时期毛泽东所订出的缴出“坏分子”百分比，有百分比高悬之下，自然就不愁人头高挂其上。这样一来，办案人员也就“不得不”大施制造、大量株连。另一方面，由于有破案奖金可领，办案人员也就从“不得不”心态转为积极的“乐于”从宽制造、从宽株连，闻过则喜起来，只是所谓过，乃他人之过耳。	
001.“白色恐怖”的一些特色.txt	49	白色恐怖		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	戒严法		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	均得于解严之翌日起，依法上诉。		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	戒严法		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	戒严法		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	违宪		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	宪法		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	人民除现役军人外，不受军事审判		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	宪法		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	人民有……诉讼之权。		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	国家安全法		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	文革		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	冤案、假案、错案		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	有问题就压下去		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	孺慕		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	垂泪碑		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	白色恐怖		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
001.“白色恐怖”的一些特色.txt	49	垂泪碑		political-context		从以上的分析里，我们可以看到几十年来台湾“白色恐怖”的一些特色，特色中的最后压轴特色更是古今所无，那就是统统不准平反。原来按照《戒严法》第10条规定：戒严时期军事机关的审判判决，“均得于解严之翌日起，依法上诉。”《戒严法》这种承诺，绝没规定解严之后要另立他法替代，也绝没任何他法有把信誓旦旦五十三年的《戒严法》承诺一笔勾消的道理，因为这样做，必是典型的“违宪”。按照《宪法》第9条，“人民除现役军人外，不受军事审判”；按照《宪法》第16条，“人民有……诉讼之权。”戒严时期既然把人民给军事审判了，解严之后自然要允许人民行使诉讼之权以为救济，这种权利不容剥夺，更...	
002.谷正文《白色恐怖》序.txt	1	白色恐怖		political-context		谷正文《白色恐怖》序	
002.谷正文《白色恐怖》序.txt	3	白色恐怖		political-context		谷正文老将军——我们称他谷老——留字给我，并留下他的第一部回忆录《白色恐怖》样本，要我“指教，如有暇，可‘贬’而序之”。我素知谷老豁达大度，自愿一序。	
