file	line	matched_quote	previous_id	previous_book	previous_source	context
010.写在居浩然《义和团思想和文化沙文主义》的后面.txt	107	男尊女卑	LADXT-117	独白下的传统	011.家族——人愈多愈好.txt:29-29	儒家学术思想中有的是做人的道理，既不玄虚，也有实践途径可循。只是这些做人的道理都是为有小人供养的君子而设计的，所以樊迟想学农圃等生产技术，孔夫子斥之为小人⑥。这在古代希腊社会，亦复如此，无论是柏拉图或亚里士多德，都视奴隶制度为理所当然，因有奴隶劳动的成果来供养主人，希腊的自由人乃能接受类似中国“六艺”的典型贵族教育⑦。这种教育，专重德行，鄙视生产，在亚里士多德的著作里面说得很清楚⑧，而“不事生产”一点正是中国读书人的最高理想。下层有众多劳力的小人如牛马般地劳动，上层劳心的君子才能免于胼手胝足，一心一意讲求做人的大道理。进一步为了要确保这优越地位，尤必须将“人有十等”和“上下之别”说成天经地义⑨。甚至“男女有别”也不是说什么男女生理上的分别，而是说“男尊女卑”的阶层区别。
010.写在居浩然《义和团思想和文化沙文主义》的后面.txt	251	男尊女卑	LADXT-117	独白下的传统	011.家族——人愈多愈好.txt:29-29	此外在“甚至‘男女有别’也不是说什么男女生理的分别，而是说‘男尊女卑’的阶层区别”的下面，也给删掉了数十字。现在姑且重拟半段接下去：
010.写在居浩然《义和团思想和文化沙文主义》的后面.txt	271	乘桴浮于海	LACTDB-025	传统下的独白	006.假如我是女人.txt:51-51	居浩然先生这次去澳洲前，我们在一起吃饭，他感慨地对我说：“台湾的学阀们不让我活，我只好‘乘桴浮于海’了，你的朋友，我的朋友，我们一个个都走了，留下你一个人去做‘姜维’罢！”
010.写在居浩然《义和团思想和文化沙文主义》的后面.txt	275	乘桴浮于海	LACTDB-025	传统下的独白	006.假如我是女人.txt:51-51	他临走前，我们一起吃饭，酒过十三巡，他说我醉了，我看他的脸也模糊了，他说：“台湾的学阀们不让我活，我只好‘乘桴浮于海’了，你的朋友，我的朋友，我们一个个都走了，留下你一个人去做‘姜维’罢！”就这样的，我眼睁睁的看着居浩然的飞机凌云而起，就好像他从东洋计算器上凌云而起一样。
010.写在居浩然《义和团思想和文化沙文主义》的后面.txt	419	没世而名不称焉	LAMR-052	李敖回忆录	015.隐居（1976-1979·41到44岁）.txt:185-185	(18)论语中有一句“君子疾没世而名不称焉”，竟有人解作称道，可谓狗屁。这里的“称”就是“相称”的意思，名过其实或名不副实都是君子所痛心疾首的。
010.写在居浩然《义和团思想和文化沙文主义》的后面.txt	419	没世而名不称焉	LAFLZ-085	李敖风流自传	484.刘会云.txt:13-13	(18)论语中有一句“君子疾没世而名不称焉”，竟有人解作称道，可谓狗屁。这里的“称”就是“相称”的意思，名过其实或名不副实都是君子所痛心疾首的。
012.中华大赌特赌史.txt	5	爱情是盲目的	LACTDB-031	传统下的独白	007.张飞的眼睛.txt:87-87	十六七世纪的英国文学家李雷，曾做诗描写爱神邱比特跟他的情人赌牌，女方以吻做赌本，邱比特以弓箭箭鞘做赌本。不料邱比特霉运当头，不但输掉弓箭箭鞘，甚至连他妈的鸽子麻雀等等，都一齐输光。最后他赌得兴起，竟以两只眼睛下注，结果仍是一输到底。从此爱神变为盲神（Blind God）。“爱情是盲目的”，来源也就在此。
012.中华大赌特赌史.txt	43	推陈出新	LACTZB-027	传统下的再白	005.论知识人的动向.txt:11-11	上面几种赌具，在中华民族的历史上，有的已经失传、有的已被淘汰、有的已降到第二流的角色。唯有一种赌具，自明朝以来，推陈出新，自“马吊”而“默和”，自“默和”而“花将”，自“花将”而“马将”，自“马将”而“麻雀”，自“麻雀”，而“麻将”，一路青云直上，最后赶过了所有赌具，而成为赌国仇城国的魁首，这就是大名鼎鼎的“麻将军”！
016.《蒋廷黻选集》序.txt	199	一钱难倒英雄汉	LAMR-082	李敖回忆录	020.前程（1997-·62岁以后）.txt:15-15	蒋廷黻这段话的最大错误，乃在于他认为“一个民族可以享受政治的自由，而同时遭遇经济的压迫”，这是根本不能成立的论调。因为一个民族遭遇统治者“经济的压迫”的时候，根本“政治的自由”也就完全不复存在。中国俗话说“一钱难倒英雄汉”，西方的俗话说“两个口袋空的人腰站不直”，这些都是指出经济上的压迫可以影响一个人的人格和自由意志。关于这方面的立论，海耶克（F. A. V. Hayek）的说法已是当前最明确的说法，这种说法，已为智慧成熟的人所公认，这里不再多说。
016.《蒋廷黻选集》序.txt	199	一钱难倒英雄汉	LAFLZ-140	李敖风流自传	264.开始脱穷.txt:3-3	蒋廷黻这段话的最大错误，乃在于他认为“一个民族可以享受政治的自由，而同时遭遇经济的压迫”，这是根本不能成立的论调。因为一个民族遭遇统治者“经济的压迫”的时候，根本“政治的自由”也就完全不复存在。中国俗话说“一钱难倒英雄汉”，西方的俗话说“两个口袋空的人腰站不直”，这些都是指出经济上的压迫可以影响一个人的人格和自由意志。关于这方面的立论，海耶克（F. A. V. Hayek）的说法已是当前最明确的说法，这种说法，已为智慧成熟的人所公认，这里不再多说。
